   752.198853       865.197632       695.259033       391.220215       744.784119       950.163269       922.210510       398.364716       276.582001       31.7765083       911.670288       6.26217365       856.587402       19.3328457       983.214050       584.075195       226.190170       748.444214       558.235535       130.368927       777.403687       516.022217       213.755615       25.5477409       77.7675476       241.227264       171.048965       798.820251       439.495941       841.634155       700.973816       491.325775       581.965515       4.09509182       327.559601       237.760849       962.015015       229.326416       654.740845       196.580276       580.612793       273.152222       86.2634354       342.021759       371.765167       41.7929955       520.239136       594.028320       231.035416       353.383911       15.3975735       898.113159       898.184692       191.970474       324.180511       753.626282       127.449013       854.054321       192.874542       261.055817       446.848480       727.324219       2.34166884       183.943741       152.196823       531.155029       683.181580       934.243896       102.225555       774.431946       765.370544       856.788879       907.454529       135.498306       644.501709       875.108276       425.339996       774.410400       475.413147       478.526703       52.8265152       122.957474       683.868774       829.378845       528.609131       276.877899    
   602.745789       862.561951       353.271301       906.927307       984.120544       763.651855       159.287872       227.821228       921.878052       802.395752       397.052521       406.315887       600.285461       683.027954       763.671814       983.232666       113.916573       141.716782       69.6525116       274.836914       465.020020       38.6837349       112.507973       30.2067833       294.902344       650.214294       41.7983551       940.110107       154.081482       965.947876       866.494690       677.925293       317.767273       234.123779       580.954712       240.566666       899.747375       750.217834       977.063538       647.737671       466.151459       491.895264       304.374054       488.323883       344.748230       24.6480751       257.437988       982.585266       976.272156       611.368591       185.675720       498.542999       649.943787       622.681458       479.372345       959.514893       774.418823       919.817993       178.445175       526.464600       515.951233       893.976013       213.931458       958.496033       500.376038       994.862305       344.666870       458.027008       589.681885       25.5341644       591.731812       891.400574       91.7781372       138.733521       693.106995       285.523529       130.509689       830.590515       644.003540       696.977234       46.4886017       410.853577       648.277893       678.692017       146.333542       30.5095692    
   73.7615967       189.134521       156.231659       929.956604       713.959534       228.605682       991.294067       586.568848       6.50464106       525.693237       699.988770       305.566040       524.216248       455.290771       92.4795837       853.894104       863.724060       169.129166       357.135559       61.8830185       990.403442       273.487030       627.036377       994.928162       762.524536       150.740829       789.077942       241.745056       883.041870       487.373169       491.426514       967.518127       457.162170       509.247528       495.457489       926.535034       810.154480       726.547302       212.754257       348.091797       25.6574821       951.310730       65.3101349       875.591370       65.0099640       881.379333       410.011902       620.178284       345.776367       285.466370       880.743042       152.529205       672.499268       724.725403       482.745636       76.0384827       996.712524       505.535309       320.252930       972.175598       877.809814       455.585876       153.192184       725.508911       830.697327       700.978149       295.625214       743.686218       547.521362       56.1687164       610.960449       219.912216       225.021957       183.367645       429.447571       705.044617       631.031677       516.751404       928.153809       632.981445       353.932434       414.333801       299.334991       392.441345       780.611633       616.673279    
   875.586792       978.268127       526.274170       786.195740       798.308655       627.061462       804.017883       459.060760       979.048401       921.432434       876.652771       422.474487       164.903976       860.891907       547.596375       750.384155       552.843201       440.197968       493.039673       302.556976       111.552574       510.548401       152.576187       849.678345       396.952606       999.660278       234.324326       645.056396       658.608093       303.470154       900.542358       96.8383942       105.501366       783.133362       774.920105       716.632324       540.006226       26.5177879       936.500366       990.435486       554.411438       284.214386       741.504578       672.854980       275.325836       473.513245       468.388794       267.937134       668.513733       77.9991837       380.843719       286.650543       953.500549       645.398376       493.930267       542.966125       630.967163       475.789215       680.986572       876.395081       836.682739       412.823486       496.985535       204.655350       74.9605942       951.857910       835.061890       67.5752258       620.492493       133.588943       901.516296       669.026733       623.510864       469.326935       389.701691       264.124695       90.6227264       339.142700       848.012329       679.973083       476.944031       365.415527       139.658127       49.3087120       625.623901       315.243530    
   413.894409       883.904541       482.586517       75.5862961       798.383911       936.222229       909.065247       334.282104       461.973999       978.085999       741.858154       463.959106       828.792542       289.087311       423.344330       859.538269       674.812256       930.343628       243.330276       763.090393       504.569855       282.764496       54.0100327       529.910156       226.546906       437.647461       875.090454       695.909058       956.171204       562.922668       815.294495       778.529175       738.402405       392.620239       446.917694       251.039810       584.311340       739.416077       529.645142       876.781677       353.466339       14.0997305       487.592468       895.687134       314.407623       67.7269440       47.3985672       823.204407       330.916199       247.990387       115.488319       699.406616       975.764160       654.614197       86.1012955       397.215088       707.311035       946.120728       52.8707581       911.598633       933.695007       151.223022       420.462341       119.538155       895.982544       752.677063       749.552795       23.8633900       599.281738       396.582458       894.276489       329.205902       758.523315       893.600952       257.906708       964.870178       28.2026749       431.193848       736.973450       141.922745       232.142410       404.639221       926.165588       129.084961       898.010437       369.174133    
   78.6966934       541.431702       665.890503       332.208344       106.816360       859.618958       381.914673       29.2356033       240.129669       288.106232       326.086029       555.215759       344.493195       20.9973087       146.276443       390.253143       670.070557       609.098877       62.5393219       52.2076035       222.729477       406.467438       213.644272       916.190552       281.390259       665.728455       52.3614082       565.249512       363.963409       403.365662       853.250366       630.412598       965.796387       982.169800       257.932495       804.935486       904.625549       848.469482       215.649872       776.495667       107.236511       959.995544       85.4390945       376.892059       281.777008       109.143318       380.798096       389.988922       583.288696       802.521118       599.137146       906.056335       876.016663       514.915100       509.457062       959.547729       961.551086       708.801331       365.206635       167.708969       58.5296173       867.965393       787.079529       731.625183       951.106140       307.991486       400.097473       297.446899       438.983185       207.736328       81.8161926       489.841858       647.188660       689.321960       941.076660       532.159851       613.978455       825.862000       324.383759       710.304016       910.593811       226.468903       996.344666       850.196350       594.516479       659.664673    
   66.4760818       793.154236       926.024597       61.6537704       242.040710       561.092896       833.566956       183.463455       984.039062       117.683327       392.234680       758.559998       2.26461744       257.133942       412.608307       500.364532       77.3588333       718.642822       788.835632       865.111389       94.3381042       299.051331       456.119110       816.498413       606.333374       543.079102       786.522217       287.245880       353.383087       71.4579773       504.592712       784.217957       212.537262       180.058899       862.829651       116.664696       615.602661       890.696899       536.955872       869.853271       762.739685       346.083862       30.9242401       616.197571       776.219543       597.470459       515.429260       105.419968       940.393555       886.082764       833.343079       53.4451294       718.119324       850.155884       751.081116       332.085358       759.444702       871.202393       111.295158       958.859863       300.890259       74.5025787       551.955200       674.972900       268.282501       413.730957       700.203491       306.716217       673.069397       529.688904       298.193237       695.914124       451.678314       204.154755       365.146149       348.504425       940.341858       563.165344       914.598206       567.274109       173.581238       958.945435       885.864258       635.326843       815.414673       976.127991    
   835.977539       648.532959       406.504456       742.026367       518.020630       397.048584       47.8014488       273.075104       585.447205       353.899933       336.360718       724.232300       358.887115       55.6690750       870.933838       553.659180       129.364456       169.036407       435.470917       941.078247       202.089966       562.268311       829.556274       600.215820       204.722580       333.488068       193.523819       741.003662       360.134705       307.686310       508.240967       148.327118       403.242767       425.835358       362.789185       189.042999       477.313171       880.816223       164.798401       789.070740       281.248627       566.729614       991.792175       219.355530       973.214050       383.244385       666.608704       155.791733       226.389404       289.581299       228.589661       145.625916       227.863510       146.086548       176.262665       176.722885       666.441101       403.423889       345.025635       939.787964       779.448425       739.921082       658.449097       686.916138       539.177490       190.016083       954.687866       27.8190861       51.4896698       280.329071       234.202316       7.22031307       948.039368       298.091400       302.689240       275.136963       933.487976       546.930847       428.139130       192.773376       535.029053       910.237122       389.060455       252.160080       203.031967       859.428894    
   210.392044       161.423630       868.450195       496.985107       544.593628       709.046021       582.542419       725.078918       154.608276       151.477112       544.746948       216.316299       754.385437       793.378845       370.240234       10.4572411       571.615112       642.236633       647.220276       978.187866       246.754166       489.168579       945.964539       436.499695       808.095581       715.998718       867.808411       467.994720       291.742889       598.976440       501.655579       499.611877       133.796509       569.515320       732.715759       678.955811       181.568604       867.386230       722.063171       577.057800       721.848633       903.599670       506.884003       595.252258       540.559509       973.911011       834.636169       191.068787       306.356079       633.919739       798.739868       619.272278       538.594177       153.358368       13.9951096       434.146118       114.835052       858.255493       566.621643       251.846344       958.270630       483.551025       119.985756       975.123169       142.658310       747.794067       690.972534       552.477539       139.478485       323.379242       23.2986641       202.356735       839.315125       655.000427       637.228577       849.252380       710.335205       101.802666       909.125549       441.601135       344.811707       787.576599       69.7504044       911.934814       313.477417       959.002991    
   853.172546       188.964462       536.090698       796.044189       317.652191       500.395721       433.683563       809.639282       656.740479       566.452148       784.134827       189.593018       448.347717       128.966095       718.686279       727.104187       648.721985       282.205444       546.305359       729.443604       558.619873       631.404297       543.241577       103.308205       893.898438       219.684586       986.698425       420.060364       605.933044       638.558533       465.174072       319.871246       534.753540       685.683533       339.608826       344.881470       386.153931       622.799683       62.1301880       380.173065       193.005478       441.882721       701.863892       559.447571       265.449158       943.120422       587.759277       273.547943       248.469955       278.529144       712.669678       923.422302       481.863525       258.363617       800.653381       317.458374       147.573868       367.001556       538.117554       619.108459       865.441772       630.843201       534.660522       934.364441       143.526947       667.532532       664.762878       72.8726501       779.347961       811.133057       810.291931       940.340332       359.341858       697.724487       408.807312       182.987564       733.315247       529.387024       32.5352936       797.353210       351.840851       768.425537       714.474182       685.033203       511.755920       617.252808    
