   45.2330933       783.144165       533.835205       974.510376       29.7413197       800.707275       206.443008       639.910522       934.194885       27.7347107       135.761322       841.198486       775.491516       143.989380       965.569153       386.426056       397.786224       546.027832       508.298065       426.817413       158.749405       691.505127       649.996643       248.064514       825.726929       278.907349       795.195007       263.822052       346.649963       556.954651       900.082764       99.1622620       732.385193       75.8202515       621.461853       911.998840       21.1733837       751.386658       743.637817    
   9.62688541       727.244324       780.116211       978.759827       751.924438       619.700806       781.928650       964.279663       926.561523       235.655334       447.838318       107.550491       8.89733982       416.130737       692.959229       108.105804       936.576660       391.142609       553.200684       610.503845       502.230621       380.790649       371.484772       792.791992       6.94354773       961.002380       157.396957       472.643982       871.338501       997.084595       759.550964       482.991852       155.618225       184.500610       429.638245       181.496735       213.873337       138.576141       18.4813519    
   995.624634       915.119324       448.504028       423.988373       728.220215       127.689697       116.450333       885.624268       128.734055       938.261292       795.680420       126.468071       97.9991684       416.609131       387.620422       612.588989       240.640793       450.305145       159.320969       685.819763       519.040222       194.703522       211.379654       47.3220520       353.237488       740.779053       701.982605       798.558777       195.681854       698.215088       540.586548       624.495300       496.891754       720.441101       722.633911       617.141968       214.817612       698.800537       510.946472    
   434.798248       20.9377041       959.053467       539.812744       452.622162       117.391441       227.469193       697.489990       281.723022       831.857117       52.7782822       915.420776       373.874390       836.003662       960.759094       810.663452       678.234070       803.604980       555.122131       583.491638       523.049194       366.907135       65.9346390       694.136169       199.776413       205.984940       575.335510       940.201904       638.863281       815.461792       268.879150       761.267700       841.043274       715.457092       722.955688       157.590240       286.978210       281.681274       764.646423    
   12.6514158       363.467163       889.239136       773.421021       457.982330       975.873413       549.753967       216.765503       343.487823       589.620544       989.707520       283.240204       145.042130       345.508545       854.208862       769.326660       52.2274323       671.065491       455.475555       822.863831       660.136292       312.602295       172.901291       638.322266       639.506104       368.083496       949.839783       135.236786       643.130920       268.571106       265.133209       165.205154       523.348389       401.552826       74.6539383       822.656860       876.204041       107.044182       779.929443    
   512.501343       349.955444       374.934387       506.370361       390.409729       266.375641       213.289505       549.712891       170.683243       446.135132       423.072632       680.066223       952.790894       767.016663       436.411194       563.023071       874.489807       258.092804       241.501404       535.654907       571.708252       628.454224       478.801178       69.8793182       827.230530       523.927063       781.089355       397.171387       57.3112679       313.778656       295.484467       395.412048       579.117554       760.454285       845.149475       282.964111       117.435860       471.565033       236.566254    
   756.162964       465.779572       651.548462       58.1086349       99.9497452       96.9368286       421.022614       676.554199       286.131897       455.354553       183.803635       994.778259       533.928772       269.949524       181.247238       530.268433       72.9798889       630.625061       419.085602       168.535980       282.167145       702.274048       452.681213       342.280853       316.491882       673.737732       998.786011       825.009705       7.47832155       755.526672       729.329773       745.301208       919.583801       375.446716       279.637970       64.7853012       295.816071       550.038879       557.318359    
   43.3710594       314.166168       962.984924       807.512146       991.228271       581.705444       204.255920       300.360077       883.446289       369.906708       378.807251       563.450684       432.165100       393.578125       709.565735       601.232300       365.504486       343.341339       256.379578       427.255554       717.412476       419.700348       792.351685       914.588501       821.527649       470.659363       987.131226       211.443481       840.635071       883.858582       55.0879745       322.858521       178.305954       85.3735352       854.815674       348.789703       519.596741       299.450928       694.499939    
   8.59502983       621.096863       754.723938       875.766479       832.280029       274.463562       269.728363       877.572815       522.292786       204.761810       118.920677       392.758484       124.095734       727.888000       464.069031       131.311935       982.382080       216.362381       301.358398       676.125854       246.164383       520.647095       395.852386       659.068909       113.076927       676.398499       263.166107       518.107727       256.169128       537.515991       158.869263       871.374329       453.415222       897.643372       31.7429848       801.899536       387.559845       434.592102       83.2524185    
   412.606293       751.812988       38.0745277       339.648895       584.259888       721.784729       694.717957       119.207504       481.258911       793.808533       241.914352       79.1995468       585.461365       944.385742       70.6219635       28.7459641       964.057129       96.7156754       364.222229       309.489288       215.543869       265.143524       288.244904       531.527161       245.171402       765.069702       929.495361       66.1556091       968.631226       332.810333       861.656067       283.070618       185.996674       713.364075       859.114502       515.707520       393.365845       399.427826       449.160278    
   699.813416       658.046021       830.280640       95.0877762       787.123535       813.505066       571.356995       728.574463       537.065430       13.6521301       331.753357       159.772034       107.985466       104.511253       525.818542       324.079895       133.133484       433.542480       786.285767       929.209717       813.271790       92.1594696       305.951538       251.629776       970.739197       502.206024       154.278046       51.3846321       452.125305       863.554443       245.802338       13.3856068       537.327332       550.782898       870.576355       617.224548       690.338013       297.370483       44.2267799    
   1.78581595       904.159119       795.276550       872.499939       827.795166       811.572754       45.2832909       172.893494       408.540009       51.9555473       43.2235069       663.821472       500.317719       543.203918       888.169861       69.4145126       338.611145       338.398468       63.4126701       98.2597351       596.884705       630.904724       364.238251       875.721252       97.9676666       725.671021       68.2440948       886.621216       57.7205200       551.507812       271.437622       209.544830       182.313278       702.682861       916.327393       656.891663       569.254700       956.365662       707.850586    
   96.6582718       674.231873       27.0659008       13.5997896       880.338379       246.629837       294.061920       901.054565       965.055054       209.171371       793.914490       257.090607       703.923645       793.174622       525.887756       537.339355       956.103394       16.6635017       751.184509       600.539368       105.015419       57.3380623       194.467667       27.3654728       923.705811       837.815063       439.028931       696.671631       44.1798592       44.6263885       658.375793       681.351501       444.549744       966.261841       979.539673       11.1317081       184.225983       453.667633       357.140686    
   519.500671       790.093323       806.292603       921.677368       668.920166       899.624695       205.261398       313.207916       474.641388       818.068726       28.6143093       638.142090       99.9608765       150.866058       588.931335       343.537415       582.800842       299.017639       962.548706       756.902344       460.393066       164.519791       946.010742       993.544189       807.833923       410.918823       641.297668       14.3100433       800.683960       979.616455       623.488770       623.071472       580.807190       588.229797       581.376831       637.140686       593.862183       506.951355       364.346100    
