   427.731506       585.127197       534.668274       740.144836       466.271729       823.793396       761.927124       673.871033       193.723053       984.984009       688.060364       703.432190       552.934814       298.466187       819.604858       373.731720       272.465057       156.768997       804.491150       665.273560       591.020325       924.998657       480.018585       817.412170       743.920471       329.704529       501.301880       979.853821       261.790894       108.684166       456.361450       221.454727       757.200500       546.286438       225.348618       364.494080       107.919434       122.063698       953.431091       8.72799301    
   91.8062439       378.884735       563.309326       143.946747       307.738403       24.8057499       952.744629       14.8269539       366.874969       270.081940       665.771606       695.316589       899.326965       804.719849       601.121216       817.440002       958.161865       270.138763       52.3665276       593.839355       761.932678       72.9873962       82.6768570       959.029480       969.260864       410.541504       686.728394       634.257019       270.561523       979.443420       391.304291       650.390076       612.360229       953.414368       341.212006       893.341187       508.224884       924.737183       424.094849       556.158325    
   348.668182       274.753632       245.288177       930.754578       161.271606       779.104919       304.628845       98.1988220       410.362793       662.528992       402.209290       193.606415       656.084473       659.235657       785.816223       418.148682       958.775635       907.029297       916.127625       830.909119       934.903748       330.437408       948.475464       408.570312       935.706055       162.543259       375.299957       506.616882       357.738922       37.9567490       480.081879       129.935730       72.4635773       229.795090       881.785583       231.624252       183.802139       170.067596       537.472534       609.731689    
   758.511292       921.909180       428.471771       999.007324       140.814011       273.715454       426.028809       783.579468       826.227722       126.294792       846.658997       15.8386240       799.834595       688.786865       89.1628647       294.442078       907.697021       160.734039       370.603333       882.416931       850.209778       794.450806       458.627991       407.262054       459.734680       660.388184       816.555237       259.213379       78.0200806       83.4340973       185.515732       474.410461       786.926941       931.047913       838.842957       572.111816       548.139648       403.357910       874.454102       95.4600449    
   699.956177       181.932373       1.74758792       223.574417       466.751709       428.475800       922.288330       133.228989       892.020569       653.736206       422.608948       223.179581       665.294739       291.904327       292.986481       271.760895       134.528442       917.965576       354.007416       346.105377       285.128387       792.767883       225.278183       100.149162       658.576233       666.768860       784.581482       209.559006       960.424744       381.857513       402.449280       638.641602       740.925110       789.514038       587.771851       397.681915       405.636108       464.107788       800.345703       84.8389435    
   336.080200       414.620209       376.652039       402.116241       137.045227       924.650818       39.0736351       930.122498       790.360291       236.416199       158.661270       757.224487       42.4727631       798.400208       374.051117       126.672905       647.085327       546.501221       223.754120       102.160889       426.839996       351.290253       818.429077       389.553070       369.220886       749.260559       177.710800       319.466156       342.429779       633.293396       169.475540       559.260254       959.361938       994.437988       395.157196       662.852478       828.789490       371.195862       931.714355       12.9623604    
   249.646515       516.670227       836.855408       290.070343       817.262024       261.552948       668.887756       333.379822       633.093018       405.805176       524.141785       217.702621       690.575867       146.546890       373.704620       498.816010       647.952637       937.138977       183.531158       484.274200       910.435486       872.509705       28.1010323       654.380554       12.6946459       544.514465       3.89019728       934.868774       86.1127853       862.960266       67.7955399       916.514282       533.650635       528.916748       134.107880       81.7012177       394.400787       23.3525524       545.320679       16.9132919    
   950.939026       294.504822       496.948029       762.759827       752.309143       66.9697113       566.263916       447.031464       687.665100       252.132401       158.221359       858.342224       420.012207       671.763306       757.092224       704.561401       190.771713       363.624878       469.347229       195.117493       432.287811       783.350830       256.878204       963.114258       987.069702       544.455750       535.030151       119.591454       48.1861687       22.5076084       140.691406       640.197937       190.303802       832.482788       825.137878       168.817093       321.357391       139.982880       629.951904       642.800903    
   707.766113       251.817993       114.770744       532.213623       378.230621       615.344421       618.089966       533.837219       881.987244       327.190399       152.523254       686.955994       823.630188       971.285767       727.218750       127.788124       585.778015       318.147247       328.556061       21.6362267       802.349854       681.094482       327.111389       385.777496       931.844360       395.648315       21.0069542       320.552856       737.183899       745.652466       690.736389       29.1937428       986.034546       631.165161       28.5171928       998.221802       771.319946       126.638130       231.567810       323.525482    
   37.4133415       157.142578       85.1179657       569.351624       881.226440       832.228210       102.929497       660.599731       362.135254       327.425140       472.740234       553.884766       293.312500       781.914673       488.908081       468.498535       290.990295       363.965912       637.803650       602.356873       659.446289       408.388184       741.024597       881.787109       891.124512       935.758057       934.535339       604.562195       499.131134       330.009094       771.219482       201.400436       669.665039       317.146362       192.263550       572.482788       118.915138       680.181885       260.142883       819.317932    
