   930.111816       21.4209709       819.052429       315.307373       592.944885       854.175476       804.167786       352.980927       862.429504       716.578369       521.277832       209.443069       870.655212       48.2202873       818.925781       851.876221       812.852966       297.111053       858.217041       995.009033       410.423645       843.537354       711.607056       582.058472       74.6422119       715.704773       559.721985       548.657410       57.0019302       958.048096       465.485901       397.355652       586.493286       814.804626       508.235382       199.821777       576.488037       207.515900       105.368820       236.809021       658.622131       584.062256       649.598877       133.999390       87.4534454       868.254822       823.257080       358.847351       583.714417       961.687744       479.217346       484.820526       989.519653       650.607910       265.747559       562.288818       316.242462       30.2245865       641.135498       269.852692       176.014954       533.823547       858.364014       921.304199       598.089294       864.669006       102.430809       916.547852       807.253540       697.093872       424.717499       429.828796    
   576.689392       758.555664       188.386749       117.224121       576.407043       168.384384       499.037872       492.204895       447.588287       458.841400       429.696075       639.424500       11.2397223       924.130676       339.411896       850.423584       945.613098       966.540894       95.6377869       825.548767       905.520325       224.262161       461.821625       967.040161       356.399872       576.770325       158.985016       244.677002       487.971313       150.122513       477.820831       787.337524       468.876038       536.721558       327.809387       440.424225       44.3362846       289.072723       431.486053       573.151306       556.947083       268.009308       58.9525070       741.049133       594.909058       556.031860       960.611755       77.3290024       460.684143       633.422058       803.071960       797.651062       10.6051512       145.799133       901.986450       130.208206       840.175232       150.977585       662.963501       539.912476       274.399078       414.088287       635.117615       240.002121       908.113281       761.005554       515.844666       479.193481       66.1048203       658.087158       722.196533       881.241882    
   720.127197       354.285858       824.382568       459.449829       67.4606018       241.296097       471.181976       687.172058       826.041443       832.496948       961.570862       807.448303       845.179810       348.392487       619.212341       505.439331       694.139282       132.741913       454.184784       521.691833       21.1684418       742.827148       317.357391       5.31582451       194.810410       166.239624       87.4669571       472.300598       694.638245       561.490784       628.073730       854.160645       839.039795       758.876160       963.717346       566.425110       977.562561       775.718506       393.925568       277.083069       110.789978       408.630463       705.835022       990.374451       892.265442       468.035034       590.679443       852.044983       877.139709       60.1192322       515.066589       616.269104       165.395645       264.680267       122.131584       482.453094       870.852905       174.083084       76.9093246       923.562134       765.844788       404.245026       664.486938       632.729065       568.438416       296.254150       781.430786       779.582886       707.412170       350.092377       195.156662       288.577484    
   498.890686       454.053619       824.121521       198.393951       275.912140       871.611145       98.6297531       295.962555       401.354126       114.976051       70.2534409       651.361572       541.291687       850.046875       508.687317       328.931458       636.644714       579.226868       817.189331       293.724243       914.449280       598.040894       991.862854       818.578125       298.853760       193.598618       432.012238       925.527893       112.143677       117.760139       358.841827       58.9198189       930.707764       717.277527       206.207214       260.929535       104.055313       323.942657       13.5353622       547.285828       737.472961       966.144348       21.1401577       763.904175       854.629395       579.014282       579.419861       807.166748       585.374695       686.704224       116.741325       920.988525       501.260040       698.152954       157.783646       840.448059       604.255371       780.809204       624.219910       101.273010       138.667114       556.857971       175.811081       525.102722       603.221497       562.061584       613.206970       530.375610       716.816833       96.3113022       714.365295       956.155945    
   443.377136       703.102905       866.142334       813.759583       901.979675       769.648438       204.724655       332.742920       335.296509       962.314697       58.3912354       166.642395       300.256653       750.164551       31.4235859       130.298187       544.116028       36.3165207       8.22924423       980.325745       567.222229       855.296814       298.360016       399.592163       793.952576       555.605469       845.440918       298.067108       574.013977       439.632233       355.130432       350.600708       226.694458       353.133362       423.418762       287.224091       300.704285       481.540680       325.348022       757.565125       413.033752       176.862045       539.603882       978.799316       801.316345       682.384583       428.835510       673.337097       629.406616       432.981293       872.592957       498.630646       106.317970       736.631226       723.596802       112.973671       937.274048       88.6550598       187.945221       399.576813       350.976990       428.350952       497.027985       325.318268       286.360626       755.116455       276.350983       779.079102       713.565857       109.826477       773.467896       797.822632    
   694.091431       167.200333       78.0356216       762.516479       144.165329       859.716125       417.752411       711.981262       522.774048       106.955757       478.263336       351.511536       36.0853653       621.611328       213.424728       802.087280       454.986694       888.933838       271.651093       611.862488       588.147217       256.637939       665.734009       975.411804       2.79069805       617.632507       841.386230       135.228043       878.935364       155.560883       538.386597       707.576050       418.832123       156.293289       626.927979       301.270630       711.435913       240.247513       987.148254       374.633698       25.8242073       787.484985       515.115479       423.345825       63.8877792       883.026001       44.1144791       768.644958       553.672607       710.501709       293.847198       149.633881       312.830872       576.712097       780.533081       792.388916       674.343628       133.416565       696.425537       146.467636       64.8645554       994.723816       106.668747       452.278748       661.528076       377.808624       925.226807       345.208069       821.313110       572.995667       409.402466       441.309418    
   783.453491       622.320984       774.190430       34.4328728       485.622253       690.940857       641.261658       592.714722       800.206238       776.162231       695.626221       28.6928501       824.697388       56.9788284       362.432037       524.992188       346.572449       451.324860       668.520996       461.554260       85.0400238       939.415100       717.940430       656.149292       457.029724       877.691223       364.901825       544.355591       493.782532       799.413086       978.566956       579.063171       831.315002       20.7348347       67.2244492       396.956818       130.456924       429.187256       936.494446       835.414734       874.146423       261.540985       930.024292       683.400269       39.6444931       115.602882       590.788086       269.530090       864.734375       929.318542       690.817383       928.461487       881.826904       938.417175       796.554016       984.510132       410.876984       199.653809       547.652466       981.963989       932.205872       534.973511       74.4358826       500.040070       390.823822       179.537354       473.148346       932.280273       764.402710       228.665756       787.195251       44.7319603    
   150.411362       313.010773       121.358330       428.745361       50.1043549       130.441681       431.223083       437.263397       224.846054       864.882690       647.312927       129.536606       848.145264       652.111328       192.054016       702.829163       786.267395       257.932251       350.200989       475.375671       621.375793       555.295898       46.1806908       945.804443       321.600098       668.039368       951.044312       92.5738373       739.128296       717.912964       13.9160929       414.468842       146.460495       824.250793       921.092407       703.986694       20.8186131       117.227928       154.733093       57.9338112       196.733185       551.370178       862.804565       875.026917       713.627319       850.497192       979.126282       23.4108467       36.8162804       172.834534       641.567200       750.324646       285.967560       977.487732       432.266144       874.008179       948.827026       782.762634       906.538391       454.257751       996.570679       544.090210       892.525940       861.224609       42.4747887       151.348312       242.466568       584.413940       589.877869       703.255249       378.408722       40.7382774    
   623.823608       319.979095       829.520447       317.156311       104.029114       720.586853       979.104614       858.727722       133.194397       134.979202       390.870789       843.458252       114.417877       696.357239       967.115906       74.8664551       773.852417       788.176270       979.303711       922.908020       944.786621       702.329407       623.045288       450.519501       293.555725       173.146194       411.171356       569.478516       484.841675       176.235214       698.842834       502.583588       718.069397       276.733368       601.752380       603.108093       550.279846       109.599556       803.603333       241.789124       673.479309       386.009125       997.699036       6.53375864       715.341492       204.966354       886.881836       840.965759       706.111755       512.015625       212.795700       559.002197       826.476196       921.314941       807.827515       946.091309       426.778900       898.814514       373.464355       59.3981438       297.437592       249.851822       858.534058       789.952698       900.804016       163.900345       895.768433       434.243927       859.740906       409.879181       443.548553       831.193237    
   498.139038       703.626831       292.922546       571.376526       522.871826       792.877869       129.114426       630.780579       402.541321       520.832458       538.576782       760.734558       473.222046       181.362106       751.991394       365.578033       151.379868       639.767395       912.238159       676.684265       447.459839       326.884949       354.339539       577.046448       840.453491       665.114807       437.464264       168.049973       336.178497       469.285309       123.411201       64.5917816       136.862305       910.736511       13.9157953       793.108704       222.631042       333.406433       937.393005       131.672073       830.095154       810.367798       694.242310       125.182312       232.231613       512.758911       100.166252       341.487518       630.942078       504.396210       735.089294       321.716370       192.138214       161.239334       748.040527       880.774780       495.501373       219.041794       500.904022       837.338928       602.907471       416.639740       733.582581       830.202393       706.862976       480.546265       586.750610       271.123230       375.194611       41.3553391       127.366783       381.247375    
   807.047363       534.692871       415.240448       412.329987       653.661682       829.150391       99.2650375       41.3990479       712.533081       43.6625328       538.933777       438.110260       427.559235       716.813599       422.174103       928.157471       252.813477       874.907837       606.251160       355.818665       492.480835       186.342926       340.742493       771.478577       391.797485       288.027588       197.211624       936.296875       723.990723       241.481873       441.888672       69.1577530       607.430115       883.380066       542.612976       384.994781       660.258667       729.118225       944.100769       666.384644       447.466400       564.996338       793.631714       499.695068       67.4488678       817.314880       725.093933       489.754272       733.077881       506.025421       389.250153       713.767944       288.065918       475.391418       50.8932076       77.6873398       229.768524       336.595856       598.408813       517.112488       426.952454       370.969238       426.703400       418.537933       368.279694       462.403992       498.769318       43.2191010       15.4291925       722.081970       623.246033       34.8510590    
   364.368073       342.242615       714.907593       272.238312       162.593033       541.057617       314.996552       334.183075       763.327942       763.231079       682.325500       965.781372       964.149658       304.716278       791.796204       117.502487       471.417297       368.692993       915.681335       916.723328       439.360168       339.275726       541.217102       800.689270       207.339813       523.532349       269.649536       964.386780       160.692719       770.291382       191.413071       557.709778       313.395203       443.639618       980.378479       5.99440002       215.220612       812.321594       273.675385       242.211594       225.432037       836.803650       452.727020       617.034119       775.044556       806.960632       133.526718       547.286682       65.2221832       217.675583       586.996033       158.185394       804.311035       878.258728       540.762024       346.506805       860.319519       667.365234       607.130920       418.375061       544.474304       139.273758       590.978699       520.706360       198.351440       285.698578       355.343903       854.323242       639.447388       756.165161       246.721542       848.171814    
   548.136475       56.7551193       752.510986       898.266357       394.505066       582.415039       665.144226       793.707703       578.214111       297.907593       513.921143       531.811829       121.421509       388.151245       459.405457       104.818565       131.113647       463.353180       988.750244       230.444122       555.428894       302.216736       467.768860       183.226166       86.0043564       931.908508       446.027313       79.9512482       281.585510       761.292175       989.732422       420.181946       398.386627       690.683472       305.375793       270.314941       693.800598       971.711060       500.510406       637.534729       400.277130       353.901001       767.594604       865.795898       371.359314       727.412964       888.281982       885.527649       503.367615       904.512146       722.247559       339.659271       829.816833       543.485596       463.737976       406.880249       145.114532       123.274788       222.386322       378.036865       825.148560       848.958984       549.604492       868.127686       861.186096       396.487091       747.301514       655.229736       813.579834       431.937744       998.909058       697.199158    
