   940.693909       136.947815       311.721252       575.405640       930.359497       429.307404       416.676300       116.105324       538.569763       315.419952       393.661896       919.496582       767.783630       296.637299       669.085693       841.689697       33.2514992       726.056641       256.165405       723.672302       3.34619379       626.492859       218.795212       617.579712       615.992371       596.453674       685.118530       447.909058       668.552856       383.046875       528.631958       14.4104958       255.594940       103.988266       498.035065       614.018738       285.911957       201.996185       573.149780       290.640839       81.1966324       620.793213       539.952209       893.430603       214.723526       911.827759       711.354309       900.152710       828.937134       856.849792       768.208984       338.937622       890.447693       358.470001       995.180969       603.902832       485.099274       816.304321       863.271423       506.006775       720.458374       805.504456       523.040527       417.660767       920.251648       298.628723       334.727448       270.353668       121.030060       3.83880973       984.213379       689.009216       653.373474       528.204590       613.979858       270.620728       855.240540       730.151428       273.394867       520.697876       488.720795       452.759460       259.058868       266.479309       136.962646       653.364319       709.278137       244.778107       779.500732       199.634338       383.518219       568.640747       173.596710       467.745117       446.985809       64.1700821       283.702393    
   71.3585358       135.174866       165.392838       457.461151       185.146255       733.220215       597.300598       75.8912888       431.681061       591.672363       323.651825       327.039886       592.092712       969.100891       164.626434       442.954468       253.193253       376.278931       551.371338       223.290268       699.242126       728.708862       445.088989       339.360870       988.028503       953.935608       584.434326       550.816467       939.643799       408.929321       120.697441       395.978912       664.754395       36.2179146       80.2502213       394.549255       368.659241       831.525757       259.229675       601.132996       44.6974258       343.858368       976.659485       794.994690       153.837708       439.813293       678.773804       681.531433       402.804169       237.521652       879.054199       438.497009       322.422699       823.347717       190.669830       437.839386       395.943542       356.153900       559.944031       902.281128       796.989685       292.024414       980.935242       972.776855       60.3696213       127.906258       184.009293       352.670502       126.303543       401.146118       789.562134       575.555420       263.832886       737.674988       434.479675       697.975647       197.981781       33.5214767       639.200439       601.658447       490.548828       453.128754       12.5370893       997.075012       94.7465820       899.127563       300.441223       731.848938       190.088913       560.721741       4.50083160       251.658783       311.391846       204.262527       172.784470       723.369812       174.186035    
   974.382080       911.131042       70.1770477       642.731262       73.5001984       135.664032       411.651123       10.3748302       400.184937       797.214661       248.347595       141.171585       386.362030       238.788467       675.043091       524.795715       713.784729       400.192261       106.030838       942.886230       984.244324       647.017822       965.956543       895.542114       966.467957       258.658600       992.378662       510.744904       345.785797       483.733490       181.672150       380.344788       340.370636       637.942322       284.807434       816.065002       48.8293152       483.950104       607.266357       378.628632       226.373093       446.298187       531.417786       630.958862       907.042786       328.455200       36.8846397       839.542786       51.7126045       25.4017353       836.639221       721.562317       375.385803       21.0826969       919.590332       466.756653       722.822632       230.656174       753.807251       756.969727       27.6147270       913.113403       447.719940       100.983444       770.966797       750.991821       340.794556       163.887726       165.389801       308.251160       326.623535       366.382050       522.849304       459.043610       616.893738       564.482910       647.216248       435.543854       66.8847427       351.243744       761.189697       990.357056       337.100800       668.848206       551.458557       988.303345       648.923767       435.672607       36.1886787       177.233429       911.157288       596.180054       62.8877220       659.593628       546.830566       57.9392319       406.930573    
   147.631332       46.9447136       260.024323       694.506409       973.773560       814.138062       743.955505       873.988831       381.086761       157.619049       961.685242       947.921387       536.667969       904.280579       90.5405579       967.001099       707.396240       813.228882       148.294479       97.2874832       975.538147       918.258850       184.608734       142.849319       448.065704       36.9715157       677.392761       488.503296       191.688766       146.141159       110.296768       192.553894       501.235748       914.428589       279.626007       628.300903       843.871765       611.895813       563.540405       384.247894       236.000214       161.207474       104.401985       678.253235       966.413391       97.6526184       798.934448       693.921875       870.282227       674.287476       513.154663       401.254913       697.932861       606.725525       910.801208       174.506439       340.588989       116.751572       3.79611588       28.8092613       39.8115158       445.494202       320.395905       986.034363       463.518188       201.204239       9.38531113       57.4855576       165.977158       430.847443       102.604561       439.804535       835.254761       834.983398       668.383545       799.035645       322.373688       214.853088       7.89329100       649.505127       948.465210       459.866272       856.017761       581.901733       171.463867       571.980530       105.508690       585.712708       26.9194202       232.456268       449.506531       191.503159       912.581543       54.1547852       586.730225       405.239502       939.265808    
   146.415421       635.918091       305.279022       600.364563       505.464996       832.524536       382.551880       214.538345       742.631714       322.126526       790.127747       432.014923       154.432983       541.576172       765.228149       174.598740       712.537781       473.019562       388.017334       643.237122       650.767578       164.980972       627.187317       92.4784470       713.457520       974.546143       518.559326       537.899658       695.824158       488.804169       297.006378       709.148987       844.042847       836.258423       296.830536       913.561890       309.278656       95.6549988       461.765656       334.051666       59.4497681       26.2215519       101.790817       551.315430       441.446930       983.508911       270.936890       685.695618       721.500793       609.204346       286.104980       764.214539       289.821014       684.803772       280.080994       908.081238       636.033508       123.140633       21.0411339       862.690613       414.029480       914.750061       38.7784119       514.735718       73.8796158       159.652466       982.741516       936.717712       826.727722       330.136505       665.017822       385.412170       266.839478       475.827026       276.229919       457.019928       937.144043       110.528038       337.100372       488.066467       594.470276       222.551666       844.407593       196.271408       93.8684692       995.097717       251.686234       889.410095       648.801697       833.450745       837.960571       154.391830       344.724152       218.173676       518.837158       517.517456       672.418701    
   394.811249       723.982605       215.131348       467.647156       623.507202       747.782349       866.159912       616.418640       634.381348       579.424744       223.443115       549.873718       988.744934       137.709518       472.887115       564.617798       414.353210       754.157532       64.8063812       415.603790       172.795059       698.855286       735.917664       403.519592       851.477905       466.830383       823.673950       205.988617       485.435394       128.077927       777.287415       145.603226       711.529846       117.347260       848.991272       16.2674675       587.363037       448.593933       40.4231644       450.005219       372.597656       934.216675       760.649536       961.679993       136.494675       139.887680       541.134521       260.621429       939.160034       607.075989       991.825806       660.124573       242.243271       99.7942123       748.100830       658.354492       67.5185394       78.0165100       366.550507       66.9482193       57.7784004       240.158249       735.468018       192.565384       928.371643       458.949127       330.484192       373.115540       216.852676       107.837738       349.671814       555.894897       57.9834137       854.076538       288.293152       110.116348       954.343811       867.737000       713.798401       109.011665       786.329285       950.389404       636.352051       15.6016350       505.442719       33.3136063       616.845459       763.645630       827.469421       351.963989       612.930176       930.027649       397.884552       615.455383       792.257080       333.752106       26.9036407    
   65.5353928       906.058411       630.415649       919.002563       717.240234       322.519989       76.3013153       614.179932       179.867462       695.763245       257.941376       595.748108       972.937683       501.701843       558.119385       831.457825       235.296692       633.549744       167.859558       806.550171       133.095856       438.698029       384.117371       242.669327       859.095398       347.929993       895.730591       43.6577682       896.754395       655.734741       90.4730911       557.051880       597.394531       741.037354       350.658600       792.899292       236.683075       875.777405       766.795776       120.511543       590.747803       110.585503       179.803223       230.719528       961.146179       199.141357       659.090027       446.549164       866.777039       51.2430344       547.582153       127.853203       938.949585       329.484497       670.417236       430.776398       780.251404       165.166687       344.120789       764.112183       987.979858       511.051971       152.404160       140.486282       364.439636       826.637024       992.001038       264.965240       857.781921       694.526001       521.322998       6.25925636       85.4164658       802.156189       142.372482       357.447021       704.354309       119.542381       602.263428       51.8256226       139.763992       78.1311951       394.198395       265.379028       405.122131       812.320984       319.175873       939.529724       641.227051       323.079895       150.986099       539.545898       587.350647       86.6180267       387.093506       92.8918686       703.017761    
   772.066101       845.039551       19.7030373       146.612579       789.781616       66.7996521       461.672333       994.697998       220.323502       235.947586       643.686462       238.270615       337.484070       845.383301       130.234344       151.028427       228.757339       768.235962       20.9250813       232.151581       610.863647       53.4187508       459.985138       934.513977       172.541931       96.8944855       418.117249       355.383545       929.755249       848.550232       330.012299       490.061523       316.189514       227.910782       229.883743       978.573425       952.873291       168.585175       598.308716       598.294189       297.564423       276.698425       842.299805       641.043884       657.206726       94.7129974       905.391113       207.254852       698.991516       559.453003       760.712280       803.618408       321.945496       861.328186       942.787170       762.857056       642.466370       384.008453       997.208740       739.464783       305.097046       867.158936       306.494171       642.958435       279.964478       734.756897       122.575012       551.808289       493.736877       89.5524063       127.078880       812.276123       384.672882       551.197754       602.508179       452.826935       559.689941       945.798218       488.462494       296.578552       708.879517       289.726624       279.337463       568.890076       857.795898       430.692780       426.611206       246.562439       676.094238       280.035736       902.845642       487.909393       747.296692       133.064713       569.366760       306.290039       446.819183    
   191.836792       290.891998       430.343750       189.566406       824.936646       344.245850       235.074707       659.166504       226.127350       805.044434       397.436951       535.411072       252.639954       806.743713       802.046936       33.0282059       265.342346       278.513580       707.688171       780.146484       751.941711       159.943817       15.4261551       425.365997       987.243835       779.944214       918.675293       852.727661       361.785492       11.6573114       762.282959       750.680481       565.345032       266.763794       577.181213       688.394287       252.429642       719.905945       87.1035538       370.007812       42.7310104       784.327393       59.8611641       149.666336       732.817322       60.2067642       556.283142       578.251648       391.222717       229.995041       585.319275       363.401245       52.1318626       698.220947       15.4592628       338.912933       346.140076       965.721924       709.746155       405.209778       306.319153       468.589111       988.948059       705.410461       764.988159       603.642761       330.026001       288.772491       337.740051       681.610352       105.764969       546.882507       28.5028419       816.224060       90.2781448       42.8648071       26.3396301       890.599365       832.210815       513.306458       965.969543       235.052078       548.423462       73.9249268       913.497498       813.895813       726.749329       436.010468       498.906586       576.872253       571.349121       998.508118       729.790527       83.0772400       734.247314       413.731689       236.825867    
   387.082123       204.021851       833.465942       865.761047       967.842163       438.757263       883.124207       798.072571       749.646484       648.178528       746.854980       846.222961       75.2338486       386.822815       113.947113       977.200928       944.619263       407.155701       704.637878       379.979584       729.099243       162.381821       325.556976       346.480194       496.681152       707.575867       406.936707       238.277756       17.1983356       457.429169       944.508667       890.134766       890.773438       314.835999       668.797424       375.296143       322.281799       198.182449       202.734131       420.429901       529.615417       661.789246       630.425293       387.672638       433.080017       107.936462       799.884583       741.312500       23.3525524       771.853027       201.143448       520.752991       63.9182663       750.511292       965.373352       712.843445       383.504822       485.865204       388.596039       675.980347       869.026367       817.584106       302.609314       662.331665       681.751709       92.5210266       707.987671       31.8584423       326.992554       546.871521       61.0546265       723.671509       403.349182       674.030334       940.661316       592.951477       449.253998       668.856628       324.810944       654.300476       207.101044       373.542816       731.990051       651.403076       149.777695       949.689880       698.759827       764.114502       822.253845       119.630630       25.0663185       672.045715       705.511963       874.986938       546.716919       971.708435       20.3795891    
