   829.673157       281.294769       596.151184       555.258606       403.784271       349.205750       428.498077       723.400879       657.552917       33.0544662       155.101013       936.927246       926.108215       141.750778       206.603485       722.946899       41.5809555       363.041107       750.918396       621.433228       71.5017471       744.363953       476.108093       146.884094       96.1573792       791.927185       559.235046       656.415405       657.709656       911.069031       849.070007       232.072266       712.037964       94.2967148       668.643188       430.027740       333.214233       99.0058365       947.297729       572.971130       997.317993       915.063110       504.897705       339.531586       857.985718       1.98820949       474.428925       104.604675       930.908386       360.716888       812.645020       277.052704       614.887756       790.558411       610.433228       419.806458       305.437286       347.736420       770.573975       593.028381       962.704468       582.308105       645.383423       678.340515       350.358002       753.694458       21.5609016       686.151306       155.100952       26.8140850       190.891342       882.770142       485.959106    
   826.316650       938.995056       403.558105       153.730759       569.370605       239.795319       655.777039       771.357910       100.903236       995.505432       936.792603       147.013367       636.280029       159.013901       47.7614365       689.044312       878.347961       8.19048023       989.946655       409.896027       710.481873       135.463303       977.326599       641.347229       904.167664       870.029236       598.675232       858.502197       223.060074       132.975800       506.939545       375.745331       929.860046       123.256569       451.215179       562.026611       161.218735       881.238098       515.346375       551.849426       646.806824       389.740387       657.682800       827.961731       334.615967       721.499756       307.133606       225.048096       729.243652       670.722412       781.055176       578.996460       72.7620163       612.539307       480.805115       614.261169       124.666000       739.198059       643.648743       207.092773       184.762070       286.117249       397.169586       923.395325       54.9441147       525.982910       756.680847       399.750336       17.0639420       633.178467       220.385422       670.343994       911.921387    
   230.437820       283.166626       188.360977       773.544434       259.715942       698.429565       162.005081       232.922211       177.844482       930.424744       807.897461       949.114258       663.672852       448.961914       651.327881       354.511688       164.633636       798.380310       922.782532       476.221344       701.201050       28.9019127       366.054688       561.626526       417.037933       134.487656       555.779175       846.423096       320.560242       824.951965       931.290222       132.307831       112.039772       596.362854       657.158569       798.801208       103.574013       128.803604       146.508072       44.2235069       836.928589       485.796600       605.754089       520.529236       94.0320969       875.194824       683.470886       93.8357773       156.770126       143.082153       561.298645       654.671387       759.320496       940.401001       427.603058       390.566101       505.478516       221.340164       829.908020       261.256378       558.946960       677.117249       392.705078       914.856628       973.007202       230.952347       599.513977       861.624756       431.964264       305.548218       550.107910       935.683228       407.418121    
   257.502869       796.240479       651.130066       660.550964       889.996399       722.251160       468.103088       173.741821       742.149231       999.088562       79.6341705       632.883362       671.614502       99.8061218       187.949448       249.509552       579.028931       223.038208       191.327332       295.685242       759.976807       352.901001       199.945282       600.057068       344.614777       429.047394       457.924225       836.168518       58.8921280       117.540001       939.968079       706.481018       683.014404       773.790283       156.189316       978.163757       627.134827       478.695129       408.827606       745.555481       595.351929       713.055542       170.457382       97.3443527       590.855103       880.708191       613.349915       290.356628       903.820801       18.5841866       258.123627       710.073181       641.716309       45.1681900       188.842087       578.282898       320.654755       850.275879       6.02101660       926.577148       186.207993       495.796783       683.983337       637.738708       356.033722       516.523621       490.944641       678.333618       533.162964       817.872131       659.074951       134.742386       176.785767    
   430.629669       535.403564       398.085938       346.666870       705.394897       764.311768       458.484833       987.505859       762.905334       865.775391       857.496704       211.018448       87.2327118       241.827835       264.692657       954.367188       259.152344       892.001099       922.984680       420.877808       533.640381       988.484741       395.762787       252.118942       499.263916       704.912170       289.156433       270.284943       237.482346       773.543152       971.953979       104.534950       92.6379700       405.793732       368.938934       666.282654       477.683899       247.459595       358.908813       185.513947       298.080322       95.1151657       38.1663475       925.825684       45.7241592       858.690002       421.979919       898.184753       979.069763       64.4176102       346.856232       275.259644       449.041779       763.492065       931.973633       985.170776       321.318420       51.5164642       851.242249       515.353821       97.5944366       713.219421       389.494110       792.423706       472.185211       261.194305       237.775436       540.918274       616.950989       385.133209       529.609314       117.506897       543.392395    
   19.1323586       57.2266541       101.626892       880.536560       227.985992       323.267334       748.367188       136.798355       575.783936       840.449219       848.433167       852.125122       168.664536       637.818115       965.056091       816.998657       328.321594       742.248291       619.291931       362.934509       499.276398       516.442810       817.888489       905.454285       556.893921       729.438477       64.9155273       187.214066       683.302307       935.675476       741.767883       92.3470917       561.725586       968.422119       68.8076859       113.438126       778.004333       327.606079       205.459381       491.478271       753.960022       329.771271       292.738068       632.673096       867.438293       495.790222       143.865219       249.761429       636.161621       731.927307       216.893646       783.654663       263.650482       259.076050       613.816101       723.602661       547.820801       782.849060       4.53048515       119.807182       228.101562       571.235962       563.426819       361.990509       828.451172       585.941284       23.2125626       947.755981       376.283203       39.2877579       599.790833       446.808167       833.945129    
   986.060669       110.830231       456.953827       720.485657       323.834930       926.338440       848.479004       301.118622       351.352417       608.433533       580.223389       866.230774       738.990051       369.029907       552.617737       421.224243       902.559570       645.685486       178.406525       621.452393       152.226532       119.562866       746.595032       755.837891       136.475266       486.782715       393.665131       605.169861       903.585144       304.601593       964.152222       964.222717       333.756256       687.129089       156.110718       843.485718       571.875488       655.307922       388.895264       891.312927       929.369385       579.848267       624.152710       632.546448       849.263672       907.596130       13.0822248       807.683899       43.4927101       411.728394       391.073975       429.341064       889.090881       364.921967       319.388641       28.0819778       797.281799       359.747864       993.690002       41.2279129       572.191956       686.798462       411.860107       700.869629       808.857544       925.685059       746.728943       724.641113       262.871704       230.245010       597.621643       981.196716       898.157715    
   641.705566       821.593994       93.7253265       855.012878       965.900085       442.725006       900.710938       767.348022       441.697906       272.625549       215.761093       352.936859       360.327271       300.179840       184.682037       700.955872       116.680710       814.358948       778.710754       323.643799       204.563110       653.447449       43.6078110       386.594147       798.443909       272.554810       541.751404       184.704315       433.908630       11.5806770       197.103790       826.568298       655.086914       736.516602       927.664612       849.529846       295.838684       915.206055       192.803986       801.782410       232.881729       12.1822014       300.041260       653.029541       273.015381       585.045044       220.983261       385.711945       121.895065       413.685242       199.641235       414.222504       405.603546       29.5197525       558.603455       259.985260       69.6367950       51.2614937       232.920731       772.948303       328.770508       133.129608       752.433960       703.972046       370.160126       764.409851       972.438354       565.553467       426.965210       316.153259       235.649551       626.732605       193.442551    
   427.208923       71.2403412       507.056549       76.0564041       81.9576187       944.198059       720.539734       198.203171       962.321838       724.975098       952.143860       156.235641       142.580780       874.082642       735.672668       879.176758       124.440857       76.0098419       538.020752       171.283340       620.092590       6.16481781       738.463257       305.629517       533.699219       664.047791       193.310883       111.773605       222.045837       366.278625       736.513245       309.786346       913.778870       868.582458       215.035477       287.724487       190.348465       836.733948       388.727173       109.422226       72.7998886       504.547089       169.506683       641.329102       640.439514       18.9878426       677.202576       400.375488       388.189850       786.189453       922.778748       252.776978       385.285889       196.260513       405.863647       740.128296       87.8137512       5.60211706       840.750305       337.566620       255.958755       50.9039841       581.722656       999.310913       203.256042       124.490997       715.688416       530.566956       259.443756       580.202332       208.874649       224.717987       918.361145    
   416.020660       950.655640       83.1035614       178.992813       365.457916       117.232277       243.082443       273.313354       980.009155       818.026489       362.939117       610.501160       723.754944       80.5970688       38.4871750       518.936340       655.173462       388.549500       768.323730       780.540344       224.004272       500.059235       466.697723       120.853386       92.4517136       98.0072632       543.534973       438.913513       964.841553       706.837219       666.291565       280.517151       219.689758       110.757828       122.932045       313.944183       462.109528       375.071045       994.597656       129.739777       671.537109       541.556824       554.094482       319.210541       599.224854       714.728577       159.415833       867.437378       129.910553       185.246826       261.472382       524.735901       41.7928772       538.722229       334.597931       598.029724       616.614075       508.173157       408.679291       613.013123       737.612183       412.999329       931.993530       832.399536       384.693604       654.699280       311.081451       62.9569130       494.456787       5.43312836       4.65159988       660.840637       613.057190    
