   958.393616       138.719223       67.6099396       570.472900       86.9799423       689.312134       992.194824       517.987976       939.892578       724.773132       377.592499       258.602020       163.199142       764.112976       666.551331       235.961090       844.522949       606.226562       626.426514       612.695129       633.353516       192.739670       500.436340       590.662903       884.584045       858.418335       506.890625       574.697144       903.746643       776.032349       567.516113       309.242889       112.971474       137.089172       889.061340       914.201782       413.357269       979.176270       55.6483536       164.541290       236.701782    
   812.725708       137.340393       376.572296       169.508530       928.880615       860.511230       423.691010       794.931519       61.0629044       995.202209       514.160767       667.021118       675.802979       532.243103       408.587585       512.672791       383.592529       338.097687       718.138306       347.339844       521.068359       552.321472       103.652794       956.718262       53.3880234       449.920532       11.6908951       493.517151       236.814911       280.332031       272.247437       936.407715       190.358765       559.709412       545.500854       351.313721       95.6030197       882.760315       516.707764       356.196472       316.275696    
   420.701202       76.3974152       613.824768       914.482788       3.30731082       298.691559       809.659790       199.892883       712.188110       131.012726       929.076843       60.6174469       572.987427       497.639862       541.165405       522.352844       148.497116       434.278046       828.617310       190.594681       316.712616       290.336243       324.748779       499.185791       424.456757       543.587646       230.032257       409.070435       353.714874       746.697632       753.287964       917.619202       445.529388       452.674683       647.410828       894.529907       165.307816       523.264404       467.900269       493.390137       187.028763    
   455.840729       629.989563       703.519226       869.871826       128.872742       765.852295       871.358154       285.106049       18.2803288       941.314331       52.0492134       575.322510       688.952454       104.377274       760.781006       827.661011       843.221985       215.462173       147.854202       145.687546       260.625183       556.197632       863.999634       664.072510       261.553009       108.373222       876.219788       261.214081       407.585968       77.1561432       508.149323       66.5230026       864.501343       547.543396       848.771423       708.137878       813.914673       704.296631       517.324768       247.862900       482.959412    
   325.974274       202.123672       42.4782410       814.155823       93.5348358       528.402100       81.5006104       704.997559       380.013702       684.253662       210.956345       256.511169       892.377319       473.899628       382.776489       938.926331       68.1466827       569.930664       805.112976       55.8703384       943.833374       617.637390       896.287903       614.462402       598.492859       461.530090       675.479980       78.3034515       868.056580       888.756836       220.343445       280.903534       173.407669       47.0006294       556.130554       750.792725       420.234192       795.706482       300.011322       608.584900       320.237701    
   988.671875       536.734741       823.866272       976.963257       292.891205       773.849670       840.410278       725.370911       429.262634       120.750015       874.099365       334.160767       471.978577       682.299438       356.304230       102.155296       523.071472       95.3308945       490.270691       690.362061       644.782410       963.739258       982.806580       293.312927       181.936890       520.724304       66.1347733       857.075317       940.366089       416.149445       860.315979       657.436523       364.590759       765.032532       351.457916       14.4655752       906.684937       187.837097       186.896347       23.1142540       634.503357    
   93.1497574       616.054382       79.0522919       706.583130       15.1252747       343.483826       626.385559       616.671570       841.046509       50.3107376       65.3889694       475.181915       694.673157       389.272491       820.129578       55.6536522       420.909058       352.547729       925.920959       652.843018       717.940735       261.699188       791.021912       772.392456       374.058441       394.658997       147.379929       820.737244       409.475586       292.287537       286.049561       566.421265       561.258301       767.677856       989.246521       628.618469       695.533081       87.7949371       289.161499       166.757141       712.289185    
   382.277374       123.536247       727.286316       301.608368       228.097580       335.372314       43.5969734       877.787109       809.033813       770.256714       11.3026018       24.7422752       29.5476780       154.639236       142.963531       239.674805       804.616333       473.537537       954.526428       555.592529       538.992920       703.580994       949.712219       270.954712       643.354614       359.953583       990.422974       423.116211       61.6519241       474.825073       779.045471       863.356079       148.842590       578.891113       746.289795       334.640381       441.755554       115.839104       377.053772       184.521393       985.504761    
   530.298035       511.969391       854.280518       318.252930       506.767944       86.0424652       857.755737       647.905151       536.494385       933.549194       108.616348       124.871605       495.365021       102.407761       622.399841       854.540344       631.247681       181.484711       12.7262640       247.067978       492.485779       364.474487       587.645569       878.124634       747.244507       53.8087082       691.468506       68.7646408       545.853210       534.722107       533.847534       561.619324       821.301208       855.487854       941.009399       53.1771736       966.011963       824.808044       944.279541       252.913513       127.246857    
   546.194763       952.413147       27.6556950       583.934814       336.467163       486.368347       447.897247       527.174255       739.128845       406.228424       93.0867004       797.284912       804.269775       398.233368       236.117157       545.533508       751.969238       939.667053       10.6245623       999.563904       432.508911       52.0958366       69.5147858       298.159119       730.455688       684.587891       682.526184       41.5207558       945.927979       243.749054       264.869843       894.159241       453.960480       900.265076       272.908264       416.876801       349.916138       548.991394       427.001831       553.872986       231.098236    
