   562.530762       6.27289200       451.848969       66.9751282       457.102020       416.346497       539.557251       165.673065       930.691101       729.684631       454.743317       172.966492       871.827698       28.0837040       720.269226       158.419586       912.057739       495.842163       884.996643       788.257935       119.960510       542.710205       577.211243       439.397247       792.796814       850.631042       653.763000       795.695190       115.416924       201.221024       989.316406    
   899.011475       420.048828       164.592667       575.581726       547.229004       942.470764       139.999680       832.381958       845.968567       95.1041489       320.847504       270.850037       197.777725       720.808838       586.615234       559.046387       480.626434       457.625793       888.994751       413.425812       80.2149734       889.938416       722.314819       906.024048       921.154907       152.352829       103.524055       313.280273       493.344604       968.367249       644.674683    
   60.3211517       846.921387       277.851440       621.282593       690.815918       939.280701       368.497864       919.218445       70.3104248       832.834900       586.657410       399.455292       490.840607       693.553650       87.6237411       20.8031921       547.820679       461.751953       730.806091       10.4535494       270.246185       994.496582       68.0735550       651.882385       379.101898       910.387207       710.289734       482.971375       365.507416       246.221954       661.814941    
   920.070679       587.991577       13.5246439       582.244141       274.249817       233.803772       107.268784       262.291779       211.360962       473.475647       894.490356       230.834274       702.844482       709.169556       559.567810       415.179047       820.166626       439.628113       385.807037       83.4263535       826.016846       820.905579       745.768494       404.009949       916.343323       945.534485       266.025635       269.961487       330.339691       905.411011       355.465668    
   151.760712       689.170593       291.131256       700.765625       466.885468       182.087357       106.119980       529.948853       808.711304       855.048889       214.890732       3.91240740       831.943787       201.156128       585.278564       34.5789375       449.974792       206.067581       409.020294       40.2033844       872.997253       230.408997       115.026253       747.721069       470.496277       319.987854       879.291992       895.114746       373.708252       198.228470       130.338196    
   134.322830       861.359619       874.306946       375.010803       209.226929       188.353882       49.0830383       303.076385       182.554260       16.0985374       464.264648       856.242737       882.169983       190.983215       71.9411240       332.380127       383.243134       291.434082       617.298401       978.663269       16.0698376       825.187195       114.355896       479.304108       534.144287       52.7510109       358.658783       697.209045       614.444519       83.2753448       560.877502    
   305.863892       366.569702       900.649902       338.526764       671.070496       963.374268       599.035828       124.187675       500.126221       856.948059       236.703140       266.134064       996.045471       403.534241       490.813385       34.1096039       920.377258       880.298401       674.523499       826.160461       552.647827       27.9724731       487.046875       869.045227       87.6087341       270.563385       761.726196       142.458649       201.099319       48.1331749       751.821472    
   655.229492       465.822388       203.783310       886.894958       482.572998       22.0544720       680.713562       87.3356628       1.04846966       53.3552742       647.222961       349.150970       345.425903       580.582397       935.624084       945.976257       259.109955       20.0246410       854.389099       740.084229       43.7308311       995.090942       235.320206       407.636475       928.053345       877.371826       292.890564       330.822418       544.608459       416.378326       28.6992207    
   944.514709       24.0041542       404.639282       578.590027       664.809998       640.865723       255.590424       549.531372       624.782837       821.280396       537.065918       149.346405       592.324585       350.222717       857.570984       543.295532       913.226807       131.213867       156.566711       818.289917       897.190735       545.458679       600.409424       474.340088       188.248016       153.599167       663.694641       879.659607       221.354523       48.2945404       725.270508    
   685.074890       101.998749       443.814087       985.380493       487.061279       442.611908       528.245483       132.729050       504.637909       317.314453       166.783997       772.982727       694.551575       291.584869       267.118988       127.639023       432.184692       338.739349       217.347076       730.423096       745.165283       658.123047       189.182281       758.089905       426.011230       89.0899200       882.650269       498.408966       843.392273       968.964233       512.201721    
   700.466003       113.254608       871.541626       196.555618       663.531738       281.364502       963.318726       104.935272       780.776672       846.221313       224.053452       898.688782       873.704285       422.049164       26.2810383       17.5417900       558.730408       619.104248       361.267395       982.961914       778.827759       280.744873       484.366089       37.2743034       87.6250534       506.978546       238.782639       982.280090       341.877716       447.811157       180.976852    
   89.8429260       922.333801       954.388733       214.365952       509.217560       568.742615       64.0902328       309.811188       790.983704       760.807434       127.537140       927.034790       140.196472       998.239502       728.990112       449.586914       771.398987       926.865112       95.4982147       653.804749       308.645477       927.415771       151.335739       800.110229       915.301697       77.7978592       793.963562       766.700195       382.283936       426.466644       675.096924    
   785.753296       751.303406       89.1999588       432.975037       413.368744       146.077499       760.808411       799.769958       811.229309       254.576187       226.101212       117.222511       752.599487       591.396484       878.712341       159.902008       386.814362       300.051331       983.811523       159.295242       903.275574       788.402710       654.565125       735.136841       587.989502       908.456421       627.067688       416.119385       450.137817       665.545715       622.936401    
   448.569458       902.994202       112.397575       754.851318       225.575317       764.830933       888.976685       718.203918       874.048523       895.496155       977.346558       552.765930       358.708191       794.301270       683.144592       617.360535       624.317566       460.151459       589.550415       452.933685       289.115234       408.372101       869.716309       438.596497       901.531860       634.670654       577.281433       616.076172       783.641357       384.527283       763.835938    
   656.336426       588.167419       222.811890       198.841965       765.674500       375.636658       121.374290       11.9183569       31.7387581       724.018799       822.152710       638.870972       846.089478       925.270264       326.109436       155.398209       578.320740       801.631287       829.163818       554.447815       486.615936       991.998962       572.315613       420.837311       556.453308       401.943665       338.096130       720.030701       212.203751       867.169739       409.978271    
   196.989883       126.214645       189.745514       132.452820       243.965790       822.437988       147.285675       959.390137       305.028046       142.095428       666.119141       214.738113       33.6314545       296.674103       194.902466       534.569641       911.832397       227.364334       644.271606       456.828003       295.986542       903.447754       857.571838       529.657593       457.260223       796.151917       344.553162       100.443909       235.205887       468.164368       370.957794    
   845.932373       176.344833       281.399323       147.102325       824.360840       597.564880       339.236847       684.641235       514.862244       589.855652       254.664490       311.253967       977.249939       367.617035       145.978302       626.721619       500.415161       659.830933       809.608154       413.144501       950.900452       825.641357       183.380020       578.268555       39.2397652       73.9277878       272.335388       625.806702       94.4190216       999.844666       922.437256    
   879.084839       211.769379       505.411682       731.292419       534.517456       32.5000992       554.392700       721.502136       346.255127       321.125977       319.479553       610.549133       229.758408       250.593750       906.816956       424.432953       789.669800       935.529358       403.385071       498.350067       363.069702       496.642792       621.847656       329.425446       519.325623       913.187134       87.1089783       969.198059       705.067749       287.259735       752.985718    
   817.794556       491.177734       694.044678       582.538635       590.191040       862.750122       917.596313       176.753860       696.035339       634.381714       977.189270       737.804138       273.179199       523.035645       843.634888       986.287720       593.088501       364.674377       15.5152349       399.970001       832.512146       893.305664       264.020508       920.992676       548.102112       943.920166       992.678650       156.023422       869.556946       19.6759453       777.597839    
   59.8954620       963.859863       675.140869       228.097214       728.722839       725.408997       484.371979       123.749954       353.974121       121.740074       394.253601       709.142578       311.561035       798.097961       302.388458       226.711609       172.933273       233.513321       64.7159882       601.123657       640.706299       891.296265       419.651642       138.530411       390.233429       227.095490       929.466431       617.444336       310.381561       746.251343       327.582397    
   3.26283073       871.223694       192.424210       24.3011646       18.5841274       251.764465       563.958496       119.163383       167.320663       678.007874       764.419250       721.712708       785.876465       263.680847       442.050812       538.709839       510.367432       988.332825       741.058289       937.811340       777.196472       578.582458       42.3570671       410.823517       873.612610       478.065979       524.730774       521.320190       526.370239       675.046387       159.748260    
   410.992737       218.220490       848.294312       718.193542       165.519974       547.286804       730.580139       942.567444       775.517883       527.943237       776.533813       608.371277       832.870239       773.246277       693.800476       640.577576       75.8437119       203.724899       845.709473       377.684174       687.466003       634.298401       639.194580       246.907913       708.839111       381.455841       341.954254       230.826172       197.934509       15.7593098       235.730301    
   173.694199       108.778786       212.199768       526.768982       215.014587       355.435669       787.667297       39.1684914       158.526947       534.878784       595.723694       827.529724       521.465088       559.672791       473.864563       460.787567       501.005188       430.807709       558.732605       224.618423       215.033463       201.988083       911.983765       620.805603       483.321747       837.378601       936.478943       52.8575363       945.030396       55.4366112       491.661743    
   171.845612       288.683289       552.865540       241.208740       94.6290970       572.479980       669.478333       801.374573       283.827087       435.627808       964.538879       718.142395       500.291840       199.326660       867.994690       369.739258       282.970123       207.715012       453.595367       277.865814       782.726135       878.813049       572.196472       402.687103       214.514038       970.016235       98.4115143       942.700684       849.173462       27.6131191       479.531036    
   586.439636       244.977646       809.762451       170.965775       127.686363       614.496094       583.032471       432.685181       426.634796       297.209839       952.394226       994.482361       702.135315       32.5533905       353.868744       795.375427       735.524292       898.472168       76.0341339       800.857666       520.865845       566.233459       906.418396       427.312469       485.894135       620.214783       620.524536       264.175079       953.630737       128.926270       111.362740    
   37.1947517       289.145294       271.751953       783.018250       201.920395       894.973938       543.070251       761.301025       717.630859       864.551575       88.7797470       173.587967       473.753387       690.891113       669.111389       938.994324       535.127197       546.679016       763.181396       985.530823       196.837448       936.733276       621.186584       941.877869       945.362061       327.900726       507.934387       232.054230       917.179260       273.169830       314.937836    
   942.978455       268.936737       827.213013       668.581360       883.822571       957.086914       550.375732       975.347778       233.902328       403.500702       488.463318       386.605042       356.528503       944.506653       378.181091       572.177490       524.749573       786.186951       678.020874       899.129883       105.413536       998.250610       306.736816       923.378174       415.325287       503.452423       636.527466       38.3000832       505.110992       645.888733       536.875671    
   962.065979       183.660477       235.233459       494.061279       145.957275       399.586334       868.862976       233.352554       277.574280       518.869446       6.36905718       943.121399       661.414856       380.430939       18.1360512       744.199890       225.143127       822.039978       729.278076       855.707581       867.589478       344.090546       306.618500       465.299103       330.245422       513.746887       653.653809       957.789001       619.530273       395.904144       330.640625    
   119.859108       833.702820       54.7770309       102.200424       362.669006       704.241516       59.7200432       633.614685       183.946243       736.109497       164.583023       515.227844       924.627625       914.959106       748.347290       493.596954       808.116821       447.258942       23.0266628       857.551270       200.963379       955.760498       481.818207       455.967163       365.564392       637.442383       90.7229462       29.3436775       172.176453       353.733551       962.236572    
   11.6720791       274.812103       339.028809       106.075027       713.725281       386.278381       92.7406845       165.662338       44.6915321       361.702484       702.873840       269.654724       654.436462       481.083496       305.000946       468.378357       8.71114159       335.599945       559.569153       442.525269       631.027283       49.1190605       335.635315       624.693909       895.357910       217.705658       242.523560       445.382141       149.966629       596.847107       207.811356    
   719.905579       284.550018       540.270203       331.936859       755.155029       94.0931931       136.693680       584.787109       217.646713       569.622253       757.348022       719.032715       240.552673       262.594391       384.026733       332.966522       35.3590355       542.549927       241.242859       875.323853       881.593201       571.690918       110.379776       506.857971       965.033997       828.798035       199.889069       65.1434021       692.547546       930.952087       483.796417    
