   553.236511       894.322693       836.322021       826.347961       109.308083       648.754456       983.692261       456.882416       531.152954       846.667603       835.609924       973.265625       313.483093       46.0393906       791.217773       92.8650131       984.972290       696.428955       944.872437       211.516251       753.766235       43.3110390       211.937881       308.048584       101.339706       117.255318       755.490845       354.323761       547.738220       393.480713       268.012299       615.690125       779.820374       879.188232       950.074158       312.322968       950.453369       797.001160       711.143433       743.481812       931.520996       733.694092       805.851990       42.1480026       886.506836       163.065872       965.986938       102.991547       575.172546       504.739258       258.853119       971.817261       29.0757847       997.410645       159.380402       569.015869       291.345612       866.157715       24.4026299       937.449402       838.974792       272.651733       288.744324       483.352234       883.480713       65.0929718       26.2757378       271.705933       555.442139       341.611572       483.642212       781.899170       115.500824       793.281555       116.880722       285.000793       280.737823       568.641418       824.118469       883.587585       47.4304848    
   113.148972       506.090271       312.108002       143.401428       404.220917       459.748077       3.61694503       799.183411       211.335419       857.944885       964.317810       295.415802       77.3540115       557.639343       631.183594       304.972778       497.362274       819.249390       272.090881       50.5221214       180.480713       483.062408       667.042969       444.474915       686.869141       674.857910       831.177368       980.513733       135.959961       669.550659       202.280518       767.169922       444.357971       410.205292       279.831085       452.661530       898.249146       732.041687       856.577820       567.011963       584.169922       592.255798       695.501709       579.887634       744.901123       852.817505       853.238647       147.383865       411.526123       294.483582       421.211487       309.880951       741.472961       147.312469       605.729187       754.477539       776.183716       965.862244       349.083282       900.245667       372.094940       691.596252       508.917938       975.604797       917.461365       532.993835       101.830475       733.949402       794.504761       751.489685       102.209892       598.574219       529.999634       236.178436       431.805878       524.080811       642.341858       355.893158       629.758484       510.185730       703.836609    
   521.105042       411.779968       857.849121       945.587585       748.679443       275.503296       971.622864       318.022186       964.896545       997.817261       295.406097       768.786011       604.901062       360.094818       862.438232       563.320007       127.932281       546.517029       409.772186       407.481842       445.993591       329.920715       966.812012       750.216980       448.584595       84.6554260       839.099487       825.127991       888.714478       548.153992       931.100037       149.534149       275.826752       652.157959       609.328735       448.027710       649.820068       889.830688       892.701965       454.952820       637.403442       639.908508       428.298492       228.389175       283.771484       403.955872       573.327087       774.455017       372.876831       310.941223       565.142944       193.328812       169.319595       470.191986       530.405701       677.666016       888.591064       221.900375       588.248291       543.049011       451.637207       670.887695       935.788086       380.602264       327.883453       651.494995       580.088013       219.397751       875.166504       380.036621       580.079285       445.343597       500.047821       93.7372284       373.024963       914.932922       290.200317       465.652985       977.614319       601.191528       692.819275    
   874.359802       961.716370       664.731079       405.304199       572.875671       453.839905       128.614136       991.841309       821.193237       625.682617       132.177719       279.039917       740.964783       578.629883       715.408936       737.144165       348.079102       208.117188       318.963196       915.826355       337.913818       150.031113       704.988525       192.358643       652.024414       669.472046       658.263611       831.426758       891.018494       47.1832504       562.136230       524.765564       574.575684       678.763123       371.961029       804.662781       632.278809       954.491516       125.478607       443.568085       204.564423       773.721924       59.4669189       978.260437       671.608887       733.492554       41.8591499       408.440094       329.023804       19.9779568       777.708069       195.557343       123.970215       38.6540794       247.360703       764.217102       847.661621       45.5502281       358.046295       922.932861       859.431641       160.697891       62.6605568       853.205261       305.879730       64.4098053       286.232666       827.953613       108.351372       695.062683       7.49523258       438.082458       394.875031       368.012878       689.891357       83.8881836       72.6657333       261.352173       707.399902       205.930679       913.769226    
   176.613800       515.257568       47.7439270       820.099243       904.389771       466.630829       261.652588       885.997375       456.230347       197.725861       722.384277       300.446228       149.755783       754.733398       134.657898       154.126389       704.918152       494.278961       534.586731       435.733276       53.6987915       180.975128       713.856079       460.758087       39.2726326       721.127869       915.547058       929.596497       611.953003       636.562073       373.511688       107.585800       42.5786934       822.516235       985.148254       51.7600021       692.339722       552.842529       484.219025       657.094055       397.690247       71.6876450       616.496887       517.137756       70.6950302       763.473938       970.499695       77.0166245       120.004097       679.889343       541.245117       876.939514       23.0975819       92.0804520       966.528931       142.197311       817.433838       812.499084       639.285278       257.077301       286.844421       595.478210       333.555420       499.298981       51.2662544       845.306580       448.961212       542.012817       35.2713280       847.025085       39.1059685       287.233856       181.969650       78.9559479       120.228401       619.384705       914.482788       974.647766       706.031006       382.149353       525.641785    
   871.974182       155.513000       404.584503       91.2586136       445.579895       550.071472       456.800262       251.715820       845.648621       607.000977       952.221313       889.554749       108.917229       509.891968       509.068665       432.085236       386.542633       611.148010       334.799744       884.373901       209.844345       282.790070       834.063171       850.959534       402.117310       804.634338       215.919846       202.082108       564.258118       11.0233955       50.8940392       850.371216       119.535477       828.218933       555.092651       268.192596       82.6552429       695.440369       316.927887       344.507294       659.783325       834.550232       84.5968933       123.224297       464.604767       476.665894       446.559937       706.896606       864.306519       298.134979       901.007385       718.860962       281.410645       439.769135       662.407227       817.113342       478.778503       724.712463       342.391235       90.7374115       258.379700       229.173615       684.476501       545.505737       715.988770       394.998627       581.452209       474.001312       203.156723       628.076416       446.067688       757.817871       618.588745       382.936768       925.808655       665.416321       719.399170       504.916046       773.141907       349.436310       905.595886    
   991.875122       558.994568       397.540558       935.734619       750.659119       969.090027       213.507263       495.997131       477.288391       104.666840       242.996170       801.291809       656.409241       389.875305       547.933838       688.060303       406.601227       786.474609       715.932678       42.9327469       795.772095       863.815796       563.004211       460.831635       293.141022       362.728027       184.576645       876.983704       707.008545       608.163818       312.052917       231.725952       51.6367455       547.597961       461.273041       990.710449       50.4537048       87.5675354       260.932373       124.568878       780.668518       975.401733       586.923645       557.551025       977.675537       916.074158       910.989563       477.982880       3.89954567       396.411865       214.590317       972.705017       814.794434       642.871521       616.148987       761.050171       377.449097       455.032288       379.695862       43.3059769       151.379929       845.933594       590.001465       852.596130       814.964172       735.366699       317.367157       580.685242       255.943039       424.032501       726.068237       157.985550       83.8121490       571.998474       659.500244       694.428406       718.416626       758.697998       894.353516       613.364136       450.270660    
   190.287079       540.750488       217.511597       629.627747       594.623169       269.033173       923.880737       151.375107       810.293091       890.743896       992.139099       410.229065       218.594421       238.772156       873.271362       985.419434       268.810486       471.690735       100.414436       672.041504       370.787628       929.402527       176.342102       420.314270       41.6737289       673.513306       322.118073       960.183533       183.228668       331.020996       424.398651       953.092712       563.387024       329.467163       582.490601       449.833313       121.422638       660.882874       378.095581       651.826416       512.841797       714.636597       872.338440       639.822754       498.028870       114.188568       575.485046       739.785828       476.449097       402.899597       690.921448       913.261475       214.390900       106.578239       955.798157       138.398209       366.456604       717.068237       724.215515       572.449097       395.788605       581.612244       980.955139       879.779480       929.855103       834.745728       24.9237080       512.801270       331.795807       467.876648       574.409851       501.117126       538.972656       870.211792       121.448067       831.728943       181.613983       150.968887       158.894455       272.231720       122.554771    
   587.067566       118.886559       200.497086       677.007568       683.742615       387.623566       834.083130       575.129395       891.677795       910.580688       40.9753227       308.848145       205.876205       134.656998       405.204651       683.038696       773.751709       266.548553       651.293213       209.043350       261.634491       981.300659       116.505051       342.472931       500.438385       460.203552       487.640900       71.8952789       940.591675       107.019821       831.262817       365.023193       479.522034       45.4183388       75.2714233       189.054962       395.805420       440.466095       149.111923       528.459717       765.633545       701.260193       399.038177       525.897766       585.639343       71.8547287       472.047424       671.857971       848.909973       206.909134       529.639282       953.914734       56.6950951       300.044189       741.601196       184.579803       555.032471       824.645874       333.204651       761.509521       308.208282       116.387154       582.068359       360.031342       899.433716       393.910339       893.510620       360.292633       4.04078674       418.910126       9.52149105       918.330078       531.336792       739.277954       973.560059       686.604004       781.237427       16.7348957       311.177673       651.014099       836.675049    
   56.8297882       149.551544       552.228271       560.852844       710.987000       829.481628       679.572449       956.342529       846.675354       738.371826       99.6887589       537.288147       707.122803       108.046204       492.414093       145.619843       801.942871       446.985443       157.440475       636.090515       676.647522       614.036560       119.554474       235.862198       130.233871       204.634155       746.700928       900.845520       704.642578       997.525208       474.683960       424.735535       52.3325882       594.071045       422.708588       343.206421       520.873108       983.254089       792.479614       450.546417       371.005798       235.641754       589.904053       597.139709       972.071289       106.614563       968.199097       953.131104       466.916107       907.225281       122.220665       194.412537       356.126190       738.095276       61.5113983       10.5451298       57.1393013       886.010132       759.461243       703.681335       308.185669       558.315796       951.287781       530.014648       613.576111       232.417923       251.306152       846.416992       210.676254       798.034058       509.084442       171.737656       148.188904       965.231323       542.348572       693.673340       713.386658       158.583450       795.457642       539.101196       172.300903    
