   908.928162       541.789185       975.564026       565.852600       356.298645       674.511963       786.177917       511.576385       156.038437       703.923523       739.767334       261.213623       116.571442       361.129364       112.118370       554.537292       728.646545       576.161316       627.410461       682.851624       703.789124       590.582031       53.9802589       884.096252       856.486328       755.320068       643.804626       725.187012       523.802734       819.600159       15.6612396       513.399170       473.974945       570.010193       56.3790894       849.204285       362.475494       508.504517       725.497437       113.601692       10.5275640       400.178802       302.971954       735.655579       18.6783276       288.261719       107.804512       461.314362       560.332642       484.781586       370.871765       912.917847       749.970398       532.724854       47.5401649       446.980865       366.353485       439.412628       155.143707       964.902588       57.1964073       211.271225       91.7818909       791.840576       60.1013718       380.506561       212.264023       979.024597       378.498932       91.9215851       258.723846       269.387177       385.891052       60.0415268       676.007385       263.436554       616.151489       610.289673       640.423279       253.757675       791.520752       140.467880       459.468109       557.629883       917.665955       132.733398       569.691772       894.448364    
   99.8316040       920.223450       747.834351       346.937744       360.081177       799.925537       356.506165       152.647934       271.017120       458.531708       417.193451       845.552490       107.369057       203.210129       756.637512       241.329620       524.551331       797.664917       182.204605       582.962646       902.696716       614.899475       924.513489       433.010651       486.311432       937.153381       410.098602       119.780800       454.742676       205.223953       975.067444       334.503265       440.577454       986.316101       895.675537       53.1053619       651.234802       132.011765       718.625244       706.028259       226.235718       637.236877       586.456055       518.350647       975.876953       456.807526       342.133423       113.636528       917.917236       463.276184       414.995056       132.378799       624.350586       313.121704       566.724060       662.520691       619.746460       497.012695       413.582764       234.865585       80.3324509       174.302750       257.688080       172.337402       121.658257       877.984741       58.0871391       653.066711       776.835205       168.647507       796.664917       391.006012       225.795151       107.927650       358.419464       86.9721375       129.771149       448.852661       51.4554901       880.468628       773.977600       277.042877       260.510681       430.707367       850.550049       101.501549       694.334961       341.110962    
   565.942505       379.605591       683.021118       561.266846       878.986572       494.971069       57.6683006       266.547302       806.993408       521.938965       615.952148       887.779907       314.262817       210.545898       454.166504       242.963776       401.250732       839.031677       466.127686       145.412796       249.343552       798.485657       777.754639       80.7375946       325.401428       992.447632       888.356628       37.8393250       684.855591       454.972931       394.129089       486.992676       91.7951736       415.923584       702.326660       180.271713       93.5576477       166.043610       663.091919       412.043884       308.861603       389.812805       545.898071       600.093445       910.798279       288.442261       335.793427       482.091705       476.445770       549.244385       304.437225       807.975769       247.137695       225.803314       28.5981731       2.48255253       517.200012       735.150452       860.051880       756.540405       677.981689       973.429077       377.355621       774.266724       144.522964       159.129242       412.113831       380.850616       993.744812       999.730530       664.750000       985.897522       448.844543       285.818146       42.8565903       433.565186       298.945160       442.927582       265.859314       194.031982       576.237122       62.0797539       456.441315       330.945068       128.902985       678.536316       865.293335       945.238464    
   998.887390       995.351929       72.7976227       186.207169       347.530334       928.088501       670.193298       656.429321       354.423737       425.976105       231.085068       181.956787       529.432678       57.7506523       832.102783       960.826538       328.540466       454.196228       237.084778       687.026184       559.279236       920.756592       38.5430298       289.317078       58.6122093       79.2077637       22.6535530       62.4263649       954.787720       942.355347       249.623825       531.294006       498.976135       676.944885       16.4964771       429.943054       590.079712       396.688171       560.912048       635.341431       482.368286       604.317139       207.982193       236.176468       488.683289       701.363953       583.135437       539.194641       173.640060       444.457520       406.075562       853.570129       649.689392       305.461426       372.084259       941.309998       736.252258       714.274597       467.391113       436.302826       407.648438       12.6499872       686.782959       281.883423       913.516479       109.540726       569.560730       98.6834564       556.014160       993.910278       620.906311       412.853088       210.413055       364.921478       452.840393       716.149475       631.464294       608.232361       600.838501       178.753311       847.447205       370.638031       296.862274       928.187317       911.733215       751.544800       32.6545601       301.851898    
   939.890869       32.8764267       65.8543701       95.3569183       307.052032       243.631683       734.521362       579.579834       461.919922       556.962341       164.264160       657.648621       315.325867       742.511230       435.095306       705.659729       332.986633       617.123657       872.485474       709.140259       637.591370       784.883911       75.2319412       214.164810       365.257965       911.923645       179.967804       630.792603       237.631332       630.979980       652.690369       486.989410       607.198792       892.588623       752.473877       215.001663       863.969360       635.406982       512.110596       621.301025       343.706177       685.270508       782.348389       91.0500259       612.149902       756.418335       764.932068       578.010681       972.534912       483.729614       448.470612       836.017883       172.195145       665.250549       916.052063       68.9516678       56.3439598       949.980896       387.039978       183.626129       496.900208       529.715393       80.1108246       743.488525       766.355835       496.944855       797.862244       329.397217       206.833923       583.167908       420.603058       606.294250       340.820740       743.051453       654.488403       877.473511       261.332642       981.721252       447.265472       488.868896       495.368591       108.761696       610.748657       733.189575       684.130676       424.960999       324.597412       473.372589    
   302.057343       560.112671       911.085022       462.472046       56.9573326       348.547058       749.559021       917.161377       945.158630       135.005463       288.847168       128.096924       824.014771       854.919006       2.00166655       557.021484       689.446533       5.92324352       434.067261       842.590271       690.024963       27.3313522       417.675659       458.618469       462.694550       28.9569912       976.143677       891.010193       426.220551       680.455139       370.335724       507.758362       160.912018       275.248444       114.541855       768.680664       219.399475       645.139160       297.814697       848.816589       785.687378       774.079285       558.651062       379.380035       827.700806       784.177002       154.708191       666.990051       604.911316       435.584229       364.152344       659.799561       178.672272       55.3660507       550.506531       633.309448       960.732056       777.532837       829.583679       640.318420       217.038391       958.252258       662.078125       892.554016       94.0385284       79.7877350       634.773010       234.361176       294.754028       127.144623       545.926086       731.033752       924.195740       539.638489       157.486206       643.524658       423.563354       214.076691       407.390686       284.900330       899.129517       188.388412       39.0501137       91.3410797       230.237991       297.700623       331.901245       709.504211    
   378.793457       772.057556       597.658813       631.868286       251.517242       643.294006       833.853638       435.992188       216.451645       139.373978       829.632507       264.344727       911.288879       625.398682       779.657288       255.744812       76.0168076       589.574890       168.667343       421.538513       918.560120       970.477844       972.155762       469.677338       855.008972       390.276703       829.316956       282.763245       353.229462       839.768860       562.877502       409.262695       229.781326       905.886841       629.599854       227.971878       164.980728       50.5806541       772.147034       213.418182       126.158073       36.1263351       288.529602       606.667175       703.918152       602.064514       692.045044       73.5466995       272.776947       78.2926788       131.858795       420.791351       618.882324       136.588699       984.862610       21.4890308       807.150940       832.010864       104.438904       358.068146       208.670593       842.869690       278.922607       866.144043       878.832520       819.631775       528.897461       34.1514626       928.539795       11.0529890       590.400208       358.223969       177.522171       469.871887       332.149689       425.414642       37.7157097       204.365311       432.791229       308.645294       238.721069       757.010742       41.8815994       900.469238       807.935181       390.327789       39.0745888       8.34053421    
   40.4510307       821.192444       950.731201       724.878845       401.897278       347.158051       167.838943       180.921890       611.834534       485.809875       149.176224       510.828339       449.159424       915.206482       595.322144       865.356079       673.342773       664.676147       384.227875       75.3899765       525.099548       395.610565       156.288101       297.285950       113.266632       513.310913       51.4353027       693.257263       506.520966       26.0601845       213.992249       640.910645       942.415527       739.503845       158.006638       724.389526       182.869019       387.922058       101.586281       971.299500       214.096329       894.995789       819.652039       598.559204       130.775787       287.007202       728.856262       628.892151       737.625122       794.725769       259.796783       245.483307       5.82951975       671.688477       448.233093       416.905853       61.3602715       600.480652       370.404022       901.468506       584.798523       953.446594       939.188110       521.932251       357.568970       403.174164       279.731689       699.234558       206.198349       581.235352       647.016907       464.027710       777.229614       512.711670       204.464096       391.749786       694.766357       972.035583       105.904068       640.459351       406.576874       693.891479       830.036316       832.012817       157.238739       32.8174744       743.966125       797.456543    
   995.937561       746.183411       565.612976       406.695831       117.157127       653.953674       93.1325531       256.063263       141.583160       61.2081947       50.0561218       57.8731956       754.003601       919.335938       514.325867       761.249512       126.196007       674.375305       136.609787       387.072296       920.254517       565.325989       213.157486       402.118134       385.361694       590.568726       46.9131546       731.372437       119.121284       19.4610462       632.772095       242.686478       624.568909       323.373108       897.153442       955.794495       310.009033       380.539246       156.311981       133.500458       281.642792       502.910309       409.123840       663.932373       155.289291       37.6639671       33.6621819       510.229889       49.2466660       374.496429       584.998901       626.627441       404.074249       569.090332       356.137054       104.199417       54.9112473       512.958252       718.352173       797.214966       494.812927       210.675659       231.158722       442.618103       750.572083       828.726318       908.818054       463.023010       841.370422       23.2581139       828.308044       866.881897       359.445251       15.6133652       739.385681       129.633667       988.090454       390.418488       205.156662       348.070892       785.346619       304.477142       970.755615       350.496948       462.545868       432.272034       984.133240       434.536255    
   392.305878       765.292358       987.840454       849.859619       827.629639       584.672913       675.982666       929.751404       966.053955       604.045288       257.712433       993.703918       819.991516       314.264374       41.1091805       141.761505       937.680237       896.160400       263.685730       297.641602       869.270630       722.060730       593.194397       50.1444855       680.749512       304.501312       454.152100       597.467163       127.057922       438.253357       504.388397       879.281128       387.132782       242.294250       49.0282555       823.279114       583.776672       119.907753       930.358093       835.490417       235.797821       885.513977       889.718994       101.210014       406.160187       150.789597       303.072998       940.923950       17.9811134       153.289886       469.623291       203.862930       579.606018       660.291077       87.2167511       408.814697       704.090820       877.672302       791.644287       136.181763       330.355713       578.289062       672.319458       142.147461       401.176849       444.627686       218.604553       268.578491       786.867737       814.109924       732.846985       941.792786       159.479965       500.011841       529.327148       507.318207       296.757965       119.450623       860.614380       182.380386       247.520630       254.670975       671.706543       463.062958       842.129639       864.974121       652.180115       25.8847656    
