   146.604355       649.919678       347.997955       434.939484       454.014008       881.142334       814.916504       591.231873       791.709290       416.996643       222.272827       166.925232       1.81136072       79.2421265       460.831940       145.070953       890.602295       952.924561       897.203247       464.043243       643.235413       199.027039       407.068054       566.002869       857.860901       194.470703       760.066467       192.672989       481.355072       39.2600098       925.308716       69.5368805       150.478241       324.673248       202.920502       674.249512       505.543274       618.187744       903.144409       556.102722       835.564392       565.269653       748.450073       686.195251       571.106018       293.429382       475.658539       194.894073       698.891907       120.378937       475.125549       33.8484383       411.813751       420.689270       717.431580       741.342834       719.590088       252.530045       768.986694       300.145416       645.716675       890.425110       946.134216       657.467346       370.611115       210.578659       829.426697       965.637512       335.351593       848.935242       682.599609       63.7715492       41.8081207       814.409912       310.188446       195.926636       232.797409       664.876160       733.445374       599.804626       78.1202927       452.075043       769.071228       9.49975681       752.548340       71.5720062       916.085022       963.024597       909.137939       698.407471       846.050964       766.851990       457.017944       5.10920334    
   583.941223       686.194580       780.206360       251.860031       884.030762       747.634460       215.113724       534.723572       508.500702       871.216492       144.418869       204.506607       424.360107       260.776672       347.830627       742.050354       207.606644       710.043213       547.016296       270.557007       454.327637       146.139786       103.530128       604.328491       502.690948       154.683838       122.681900       243.877075       763.283447       920.839600       770.506104       462.933990       369.211517       975.022522       786.095642       520.869446       827.026611       232.587509       899.884705       72.3294830       279.499542       123.606094       159.070587       698.122803       869.347595       247.065643       168.021515       409.621124       887.795593       979.658325       159.350388       741.302612       891.511047       403.156433       910.898987       208.975281       783.940002       909.303162       431.642242       578.305847       519.127319       525.634644       411.125519       631.829712       402.258484       765.489258       755.120911       651.081116       687.987671       773.238708       720.093933       496.423553       432.490570       821.901672       646.304077       769.428711       416.236908       291.211975       815.000732       266.422241       768.566956       584.739746       484.883240       667.982422       262.610168       21.8263550       701.709839       452.350342       158.627625       804.332214       21.2778244       68.3111420       537.854187       803.729919    
   775.843323       330.233093       244.305862       975.864441       614.519165       234.759888       586.211365       867.378174       72.8119736       618.961548       756.365723       369.049500       188.514771       831.502869       106.835175       658.885315       635.433472       214.701797       110.344704       72.9736404       58.4435768       810.457764       856.100220       72.4744110       280.222412       700.049927       178.361328       233.380539       919.836304       601.822693       465.328125       766.867554       695.951782       677.173096       124.006294       541.056091       909.091492       514.744812       731.920044       73.1793060       266.601837       300.320343       452.040222       198.590683       212.242523       877.018188       660.633484       546.128052       110.470940       451.034729       738.372803       79.3459091       326.243347       797.735840       270.430603       975.595032       959.209778       63.7595787       746.428406       942.814392       468.507294       278.984650       318.288177       222.039581       216.227570       649.629700       661.350464       465.579346       759.960693       399.462433       103.146538       202.595093       428.708221       308.578522       276.446320       687.174561       340.934540       46.7139168       186.646729       533.401611       527.405334       81.9308167       210.841537       325.337494       894.991455       442.652771       868.445068       246.257507       213.568466       620.768555       207.354950       978.905884       175.609879       719.981079    
   846.613281       210.086273       233.266266       636.944214       294.030670       219.890778       878.284058       420.767456       404.257538       52.0991707       197.323868       247.532303       116.477005       734.918579       321.075134       297.532867       789.107239       243.878555       943.744263       157.023849       567.702393       628.647461       232.106750       523.551208       481.872528       548.208740       490.456848       212.021072       792.949280       138.581848       563.411865       531.920349       831.106445       113.685654       507.723175       674.997192       442.502716       979.075317       576.523621       302.343872       970.875488       179.038834       379.313690       729.415833       692.553345       715.252319       510.104370       93.7494354       474.913208       155.183121       21.7713947       991.505981       60.3067398       779.664185       962.717957       888.642639       612.882568       141.548203       913.908936       976.004883       852.454651       448.352173       327.618134       259.807281       995.401733       806.832397       408.035675       83.5539551       377.041870       231.284317       223.970932       396.562988       426.470154       126.945084       922.183838       549.148865       625.135864       730.966248       729.789124       137.662125       208.568771       372.479126       697.214478       676.994202       880.117554       352.315674       356.000977       749.309448       842.398926       238.007248       636.838501       20.2875309       876.483765       862.853088    
   877.151794       981.609131       20.5274982       447.774048       621.365540       335.714447       3.45373201       884.387085       956.740601       71.2377777       419.514984       880.445679       203.676315       646.994385       471.279388       918.993469       704.441956       732.895325       490.933960       932.203064       420.132843       849.773865       233.838440       95.2736740       569.799988       799.986694       409.570557       933.891968       775.123657       667.091064       503.064789       576.689880       234.012253       529.213013       194.962311       682.065063       464.681641       195.339294       194.370560       671.991577       957.309021       947.044128       172.530151       72.0731964       921.517761       929.767944       299.255157       522.758057       491.350677       885.524231       765.373291       636.227783       883.585876       228.666290       598.961914       236.787277       735.183899       668.833862       580.174133       338.928467       831.069153       814.823914       105.848816       379.777313       864.456970       830.654968       942.699646       150.221115       766.255737       527.054199       255.713501       414.006256       414.106689       358.002045       405.377106       108.942413       624.950439       734.008484       778.656738       627.875488       20.8122425       913.374146       966.010864       230.235550       238.082687       454.828888       691.374146       598.521545       796.022217       918.885071       685.416016       830.159302       931.200562       428.216492    
   401.587067       58.1323357       793.694397       996.960144       619.282593       114.836182       616.339661       793.439697       181.073669       140.981277       782.995789       910.968384       332.725708       707.172607       919.095154       700.653809       894.978699       856.396301       577.290833       445.728912       953.724182       751.075989       511.568817       848.255615       635.323914       406.621063       606.068420       5.87626266       657.778320       601.625122       654.153198       354.035980       523.765015       837.480713       555.064148       949.799805       916.051575       875.536804       447.824066       642.227722       544.693909       266.422607       211.631165       395.268799       965.792847       405.591400       733.385803       768.347290       216.612228       22.7529354       974.264404       249.678848       962.670715       928.870483       880.222534       713.572388       182.169830       12.9834394       533.797668       596.633850       323.215057       403.847748       9.13325691       747.097229       943.761963       22.0690594       19.3378487       679.075134       210.267761       140.778595       943.192078       570.549438       965.356140       658.378052       436.764832       737.761414       615.628967       6.79164839       896.026367       207.400253       847.135925       26.4319248       446.093353       169.404800       695.296204       62.5789795       636.953125       96.2611084       449.720215       907.136536       928.834961       956.428101       41.9131584       620.026733    
   942.517151       187.450882       867.773438       770.529297       445.296509       257.779602       945.309692       262.234467       520.873352       526.096741       908.362610       206.920273       639.741577       893.425354       537.039368       786.444580       672.537354       895.077332       803.831299       69.5148468       285.413788       314.071136       252.703613       785.951538       896.474976       817.539856       846.770020       511.434540       451.917969       108.468613       255.626862       126.474854       311.157776       380.572174       527.986816       149.364029       934.774780       807.792297       990.421204       8.38167953       611.530640       941.620422       795.013550       425.713043       227.961578       906.599060       980.929382       684.001770       984.387695       388.001434       781.114685       721.628174       842.435181       509.408722       458.736237       803.909607       687.436646       562.269714       91.1064148       799.044189       822.711121       713.621338       198.667267       702.494324       486.944092       913.704468       136.448715       660.105896       997.870850       218.419968       634.105286       219.712204       459.389221       20.2986660       179.011322       770.027893       88.4785080       47.1156082       112.779495       150.022186       375.656616       534.615295       501.513885       948.232483       248.268524       58.5693970       890.378967       487.447662       169.379623       734.372070       860.416077       976.646240       601.657288       304.259613    
   902.548462       789.476440       912.364319       231.644257       319.686493       401.478516       347.346283       209.770752       99.5316772       690.902100       390.007324       274.114868       679.463257       17.3082542       99.3733521       839.098450       22.7831230       745.512390       141.896667       577.353577       660.541870       501.884125       692.026428       581.969177       926.078735       992.270142       257.893311       741.009338       592.425964       9.96057606       168.793762       425.464386       97.5965805       947.422058       757.815430       406.440460       730.719849       398.794098       609.614075       286.485840       783.549744       889.319336       540.919800       993.461914       332.760010       410.034180       182.018295       744.488708       169.635483       878.449890       235.173431       596.836304       672.054321       434.027130       497.261749       993.573914       789.213562       497.711273       621.317688       174.356628       718.613525       472.659729       659.970398       690.868591       758.125488       599.963501       324.218628       514.674133       3.88608861       114.984154       514.591370       200.497498       36.3389091       884.323364       355.995667       79.1699524       808.994385       291.713593       330.205994       574.199646       342.929901       828.453857       990.957336       132.330627       849.747925       133.686707       900.378845       323.870789       847.399597       322.810699       575.820984       163.849197       366.410217       859.833435    
   674.887756       544.727844       53.2089119       89.6014099       604.132324       168.708008       469.507477       394.172272       872.202087       40.6898079       930.862488       786.981445       426.676422       903.324402       762.179688       778.211121       837.406311       866.489197       654.182800       527.254517       932.758057       734.264832       189.011505       545.249695       112.732399       998.355469       344.369690       414.995697       185.008347       962.054871       594.161987       317.012665       962.585327       34.8582039       718.252319       716.288696       966.794678       413.689697       968.103882       638.967957       999.497559       630.525024       244.372009       443.181335       18.2909279       906.304688       395.662811       547.894287       776.421143       923.706970       939.133057       314.447296       484.892120       7.70697451       209.430328       204.623917       683.667908       658.298462       619.254761       550.717285       285.923798       933.376282       987.948303       249.377426       492.588623       467.235992       206.079071       123.818611       576.795227       589.302124       68.9329681       581.219421       755.173706       762.566650       291.450409       650.052979       351.404236       485.031464       594.442322       957.239075       455.686523       750.331238       122.853325       975.902100       835.000305       724.843201       207.954330       177.931839       538.880554       259.970917       569.600464       577.985413       323.811279       224.601685    
   382.223419       296.536499       510.229126       949.417480       837.858887       952.500610       399.521210       582.875061       356.103760       794.433044       42.6789665       997.595032       614.391907       156.671463       997.580017       33.1123428       309.858459       438.885345       35.1310997       489.602112       876.251099       376.775299       213.110931       745.529968       550.050476       96.8126755       841.995422       71.9644699       786.424194       52.4513817       378.428864       445.685089       556.218201       446.394043       373.974426       820.666870       332.100494       197.709244       204.253845       260.252686       261.541779       311.191376       345.865387       349.198212       692.735535       401.684479       589.397827       510.050659       948.275879       497.575562       590.281860       359.806396       800.372986       518.158691       668.655884       159.255829       696.908020       295.554657       703.713318       667.921326       463.368652       111.245026       940.706970       300.169525       735.825623       360.433929       501.762817       840.570435       842.529541       443.561127       413.726562       870.966187       167.009064       478.239014       174.372833       901.803101       240.759659       220.893112       478.896393       168.178894       274.285950       138.036835       100.462662       830.124573       872.976257       179.897232       574.563782       82.9729767       535.689880       223.226318       15.6630259       382.740997       719.592041       922.733459    
