   829.142944       522.128662       479.093262       162.080582       470.724670       567.459290       944.883667       86.0192413       114.468613       373.608398       809.468506       906.592651       972.127136       863.651367       753.523499       809.317932       591.409485       935.285095       842.376526       362.096375       882.594360       765.417908       731.804932       61.2254028       232.743698       663.948364       553.729187       214.819748       751.776733       193.799820       746.658020       756.203186       397.802917       125.423592       616.319275       42.6055489       914.365479       445.524323       470.627502       499.318390       710.786255       512.570984       992.429199       437.804596       669.630859       303.514771       852.707886       350.165100       848.727539       20.4602127       781.590454       392.215485       718.140625       389.046814       286.014771       856.035828       252.483292       72.6739502       762.436707       558.433289       615.141907    
   834.719910       781.723083       194.445587       38.8321800       593.990723       155.215698       171.563965       645.156677       626.483826       485.366699       611.395874       218.402328       336.531311       727.746948       903.133484       901.021912       216.080322       677.468872       175.146973       902.435303       962.290405       333.694336       729.427917       671.635925       676.496033       146.857483       965.345276       495.454742       801.552979       502.231628       290.947723       216.379776       567.239990       751.828857       903.021240       494.803162       491.219910       515.779236       548.459778       700.735840       469.552063       51.8280029       201.549423       947.825073       110.611168       332.804840       604.223572       555.032410       842.470215       758.403442       785.873596       349.034149       85.8815155       984.425964       488.394379       965.541199       551.378723       882.026550       361.250763       661.055847       252.843246    
   590.759094       276.001740       831.108643       514.352783       703.377563       946.110840       595.592590       59.7490425       703.737732       826.559143       138.839920       783.515259       401.204468       174.840668       152.802643       800.267639       424.774780       252.025696       645.565186       14.0652533       947.669006       142.233994       597.645081       973.050049       692.741272       339.211121       475.897186       5.46218634       123.376549       651.242981       447.500580       695.108521       212.117661       252.144485       856.749756       178.772141       393.766602       725.591919       566.985107       918.529541       102.610992       984.300415       269.387848       933.841370       991.834717       524.977478       547.001892       620.730896       949.337219       332.385132       483.048309       811.858215       948.234131       327.596985       969.141846       49.3660545       272.319183       299.915375       272.443085       731.524109       497.540741    
   555.711121       620.663269       401.523651       310.905243       341.700226       572.162354       34.1758156       688.028564       403.744904       621.754333       72.6269684       199.979584       117.219116       617.054993       203.475174       484.991364       986.510010       286.903717       295.852997       564.468811       469.059875       219.176544       688.557678       398.187805       453.960541       527.334778       485.414978       283.821014       360.754333       196.520248       832.349487       510.510773       563.874634       272.049561       245.475800       855.458496       814.264526       546.762878       810.329102       483.351196       106.744789       539.468994       707.721680       376.901001       174.239441       309.197327       310.168640       679.684998       619.576233       407.477020       835.175110       949.680725       306.292480       687.581482       509.289673       73.5197830       327.458893       750.358276       669.866882       175.553604       858.631531    
   737.815857       682.424377       28.6579571       88.2393188       708.923584       184.091415       100.170654       975.671631       77.1126175       802.007446       837.017639       763.276978       125.847076       615.547791       294.797089       783.536011       648.240051       110.441223       568.860718       639.299805       651.085144       803.205872       193.777603       398.413177       454.628571       85.7222290       480.640717       109.571091       704.698059       584.946106       588.893372       132.459198       327.271515       876.415405       503.961304       770.959351       270.231995       490.321655       239.509140       766.175537       784.499939       436.499451       157.456741       727.763306       688.947083       29.8062229       396.486237       631.574463       125.675110       924.500122       238.313965       912.524109       704.763306       653.550049       266.197357       140.361542       411.559113       698.924133       310.487427       319.470398       788.507507    
   195.415146       84.0198975       573.061340       494.630768       229.165222       39.1028709       803.228333       240.907257       283.237000       527.368713       10.9303856       963.880432       588.687866       646.880249       700.263611       358.274231       335.850220       228.447647       816.804626       135.579117       198.879776       188.741455       370.993835       116.069778       91.9875641       719.273682       827.102417       410.405212       404.436951       704.965393       582.744202       573.862671       801.354126       208.007492       930.551086       907.088684       115.045723       163.476318       843.639160       365.619598       146.375824       156.623291       384.191681       459.184387       826.898987       316.672363       66.7420731       363.141022       280.843292       474.005310       147.170029       833.312195       13.1344452       836.357971       696.928406       278.090210       969.993164       21.7818146       663.967041       528.570496       683.346008    
   288.845123       950.873596       159.938873       612.754578       763.051331       296.163513       949.532776       871.912476       308.568176       692.529907       414.255371       74.2736816       101.318207       994.437317       134.184753       808.746033       807.795471       126.997246       58.7006912       714.526428       621.496399       286.942139       497.031158       253.753876       547.023560       76.6712646       245.318359       95.8747787       459.917389       142.318192       909.174377       373.984589       708.366028       802.645996       295.225433       695.130554       455.260529       71.4541092       526.842590       948.529724       228.230545       169.199310       343.226715       674.773315       840.182800       955.475403       233.098770       423.610626       774.208191       838.284302       83.0150757       552.739319       456.008118       125.027435       919.847595       895.395264       339.679810       535.709717       113.506546       669.704590       257.092072    
   412.095337       259.241364       702.260620       936.954956       99.4053802       798.452209       78.5357437       413.925446       275.794647       44.0290337       301.744843       342.785553       802.907715       217.543396       455.618774       774.589111       231.404709       58.0035400       810.471252       396.701202       354.687103       692.417297       148.687302       823.098877       258.320374       999.336121       156.590363       663.487488       264.595367       311.779022       636.480591       402.946930       941.793396       469.377838       607.505554       611.007446       131.972824       891.976990       74.7975006       912.774231       847.748169       962.940430       894.386658       101.584259       381.170258       714.271851       81.4949493       209.845825       504.448242       404.727753       194.646133       173.574203       10.0490599       198.675186       460.402130       415.185120       201.158630       28.9773560       402.486359       372.097626       760.572937    
   724.164429       994.838135       397.447418       402.029663       119.312485       799.294861       557.244629       779.715698       280.523407       280.741821       719.107483       90.3395309       934.512329       283.098450       514.484131       675.401855       924.260803       767.375488       973.955505       182.669830       258.996918       134.729645       341.548218       269.223419       554.830872       269.442841       599.164246       292.287262       719.657776       583.013245       531.532166       139.922455       4.02703190       576.594849       3.46462870       906.261353       876.359924       76.3980713       845.940979       345.989685       871.201416       948.601685       331.045410       690.820679       730.169678       266.841919       322.558929       776.372681       218.937225       345.899231       549.655090       323.935211       732.845154       951.114807       175.011688       751.070801       775.061829       667.965942       100.438789       695.362061       752.371338    
   141.183136       443.242615       967.338562       859.247009       906.453125       84.3622208       506.931152       937.610962       429.092224       217.310822       94.4883347       209.952652       999.277710       119.459740       79.5998077       342.745361       738.521423       92.8945541       179.467087       267.634460       49.4506683       734.337402       198.343811       840.810547       97.1011124       282.908081       463.106781       39.9232826       999.259766       168.787796       993.197266       965.267700       869.045227       773.625000       218.727631       882.795227       858.924683       557.632629       979.992920       690.979187       660.051819       56.7879257       495.642181       279.819122       761.687561       66.6175003       114.108719       66.1431046       136.303299       270.255646       873.416260       131.145920       845.799194       652.155212       425.273590       971.459656       720.791443       519.314758       695.438660       232.839798       467.056396    
