   39.3145523       747.936096       631.291443       583.413025       8.84434509       180.324951       263.466919       888.162415       702.040588       525.040833       354.278412       910.618896       266.692719       549.740479       211.506012       829.328979       247.017654       473.040161       886.029724       550.469299       499.745850       83.2085953       209.036377       82.6613770       357.994843       358.120728       396.507629       546.957825       435.397552       807.242615       540.158447       471.864014       352.066437       592.012268       841.091553       215.210541       414.669098       528.100769       789.360046       317.653870       20.9285927       579.311707       301.422058       473.926727       476.162689       728.487061       744.453125       324.493134       452.783875       564.441345       537.791931       440.394409       272.840302       333.628967    
   625.346313       872.598572       249.770966       609.176941       681.516235       87.1545868       453.373566       625.212524       572.235901       796.739868       416.135468       73.3871765       66.1027374       453.078613       440.185822       766.831848       701.429260       415.535065       197.313034       426.667847       894.066040       869.637390       624.653076       954.038818       398.915741       490.554779       205.647964       950.639771       936.235413       683.040649       512.853882       608.698059       584.449341       889.203247       192.067764       954.230286       672.623840       714.249146       39.1415749       64.6540680       459.646637       329.949890       887.987488       443.629913       130.080841       313.643066       703.631042       164.896835       803.014587       555.448486       13.5137472       588.633240       284.918121       511.729706    
   59.8792686       806.064941       155.013718       75.3836060       229.185760       767.901917       149.005753       102.255623       976.189148       304.669830       916.437988       190.766891       854.662659       916.231201       468.401184       243.056549       246.634964       334.022614       184.382050       70.5219879       206.955994       685.359070       632.365601       758.720642       459.654785       750.149597       741.377930       333.882782       683.011780       293.966370       201.737473       885.007202       283.383606       406.851440       31.5745316       160.060699       276.371399       712.172302       292.379669       450.603058       201.019531       792.552368       453.961609       800.443542       20.6721935       102.344406       928.909363       802.807800       124.670166       990.343201       684.694580       711.596985       977.581970       706.884705    
   640.653259       338.307281       611.676270       218.744064       409.736694       580.821411       351.031952       155.619415       906.954041       490.089905       996.565979       519.621765       254.168839       772.455566       375.478149       352.801636       556.467834       538.453796       557.677246       244.927811       471.785065       665.583984       215.865234       199.684479       643.384155       952.009216       284.784271       269.755829       991.547791       795.989136       261.273865       382.551147       353.235931       226.885605       102.329399       466.994476       861.594788       132.812302       732.985046       990.530029       390.845978       239.676285       738.825195       159.416779       448.514252       334.594299       487.002258       571.107361       881.669983       943.149414       115.282295       837.838623       74.7019958       497.116547    
   1.41699386       508.849823       403.139618       168.930298       371.819611       79.0605698       924.382263       855.798950       292.047394       301.770081       365.556396       915.120178       578.163574       717.453796       624.368958       460.283569       913.113892       933.772034       387.283966       480.250885       738.468506       51.2631607       115.639687       52.2838821       303.864288       881.687866       536.435730       722.596191       755.820740       374.550201       271.310181       599.988647       150.130615       335.949768       837.912231       78.4608307       958.917053       184.794281       686.936279       79.4650040       646.448425       582.677429       443.014740       144.446442       662.175476       987.921936       977.462830       125.638306       957.874084       11.9787951       416.418579       727.679321       89.5717621       927.815125    
   311.036682       93.0025024       262.895172       170.053375       987.728638       562.526550       410.555084       768.521729       21.9854584       867.857361       99.5239944       797.218689       422.322021       370.767914       496.150055       209.595261       235.952103       800.132202       476.399628       557.443909       275.723297       143.876663       885.312622       506.144440       953.042664       19.2361450       45.5342102       661.313843       259.855621       304.125702       820.827881       755.543762       981.036316       703.273926       271.342285       43.4744301       98.5816345       164.538071       929.272217       28.4429989       609.531921       734.557556       853.773560       185.873123       145.427689       198.593246       999.686829       635.589172       335.878387       401.210663       447.214264       179.529663       621.249756       973.355469    
   705.484802       930.288269       45.4758568       164.412781       446.906952       703.733521       443.125427       94.6973953       897.750732       948.758972       608.204407       397.540131       889.431274       490.078613       493.682739       614.815063       282.985229       158.110245       959.395081       633.572754       416.574951       869.757935       667.985901       982.729187       169.438812       833.800293       482.357330       266.590363       439.444244       723.262451       709.459961       684.915222       618.719299       647.303467       489.047119       687.640686       866.218262       607.890991       40.3590927       133.442108       399.979523       294.680664       310.273315       260.037170       814.114319       180.102432       820.288086       892.204224       441.774536       213.372208       26.8037243       213.582169       437.557434       206.384186    
   996.164062       445.078979       365.540863       835.341187       871.180603       114.035423       806.997192       695.003906       26.7220879       507.133270       372.409393       563.404785       63.6229820       105.637901       377.664703       291.523041       837.854736       182.634109       373.448822       437.966705       432.843842       409.978546       804.858093       652.002930       675.815796       996.751038       734.222534       422.449188       348.878265       470.223663       323.794495       225.455566       941.970886       670.408997       912.611145       530.240112       8.34357071       634.210876       574.116089       693.700989       596.580444       173.722946       38.7862701       670.832458       946.688293       10.1518936       672.098755       355.079468       46.6276970       664.823547       430.813354       92.1551208       18.7416229       290.789825    
   20.4540787       490.636597       216.809982       930.570251       649.450317       450.954529       27.8499298       809.974365       631.034180       660.965271       375.763214       328.096313       692.380432       443.079346       105.906334       470.239502       233.959427       218.503021       158.447739       777.081665       917.603088       970.939392       597.761230       27.7013054       610.144897       321.851837       118.999214       368.585480       661.564514       755.515015       522.825928       194.533295       229.232864       633.538269       740.639404       939.847107       635.547607       226.619553       66.9521484       11.1215849       931.875061       268.864624       821.889404       128.359100       880.367920       516.645874       181.574921       798.665283       148.227966       58.4531631       774.788940       880.630249       110.299210       267.247131    
   861.641113       913.050293       125.200294       528.225830       199.634506       316.880066       67.8525238       694.187561       613.600159       441.586670       698.728699       498.791107       199.714783       364.154907       630.154785       332.091980       922.900330       571.267700       476.692352       200.035080       858.314636       859.027222       718.088318       714.070984       783.501892       62.1594849       589.025208       689.334351       772.985779       476.532288       698.096069       857.988220       621.360291       218.836960       66.7102127       2.81665969       842.137573       260.438629       91.3339920       685.573181       709.523926       885.859863       561.967468       346.714874       591.543213       646.268616       465.458771       628.382080       560.564453       936.447754       862.613159       668.081360       441.425476       474.739685    
