   735.207214       298.001801       65.1089325       852.205750       82.6972275       359.578033       108.700897       160.334076       418.129456       982.321167       332.856720       71.2418900       360.723663       408.610992       732.533691       970.023254       360.747498       381.221222       586.729248       542.111023       939.191895       311.093048       244.235657       142.084000       272.561584       807.201782       875.339844       900.830383       775.076294       257.210114       105.863579       991.826111       641.470398       732.361877       748.052551       245.260239       317.349701       581.939758       303.323395       932.568481       542.577515       908.987244       555.606445       987.918091       587.948181       873.583008       148.508011       461.995483       263.545868       207.072098       999.516541       464.375977       254.145325       955.614197       334.245605       807.123413       254.342346       839.969299       719.687561       700.961670    
   306.525726       339.825684       624.953003       937.599670       358.476501       545.154419       936.214417       656.744812       336.637360       279.425812       608.550415       436.712189       819.598877       674.004700       933.319031       101.883408       616.278931       429.182495       16.6423035       914.783081       21.0289860       600.074280       67.2246857       525.802063       662.758667       324.361725       727.311279       409.970825       995.481506       964.911255       192.074493       956.263245       645.056274       208.955399       635.377197       697.465759       418.886383       713.835449       428.097504       628.387207       842.383240       923.665588       688.737183       236.345108       572.356323       271.337708       230.545776       99.4907684       867.379822       827.086182       717.651550       719.764465       886.007568       178.565994       804.567383       58.0087204       641.667114       521.432800       827.313660       201.258240    
   607.203003       846.644836       656.055969       950.592407       217.419968       648.339600       375.737885       548.341248       733.128906       720.179932       64.3653870       624.596252       103.453316       965.669861       611.106018       602.634033       135.147049       450.278656       302.719849       861.253418       273.812866       507.295105       665.921265       667.119690       357.003723       502.497192       323.979919       379.360504       78.7895813       133.148254       465.809357       384.092651       384.263855       63.8575325       820.133606       162.855392       877.982117       788.748413       990.286316       661.631226       829.091187       288.327972       212.206192       790.079834       27.7615662       846.815796       290.483215       760.357239       345.344727       920.262573       414.971954       304.976532       210.696426       631.119812       626.761597       807.772339       13.5041008       361.373779       611.224365       465.641083    
   918.501404       746.793945       535.364990       981.765625       878.499023       374.531982       124.652718       908.284119       163.055817       791.324524       387.172760       42.3914833       909.075623       718.140259       804.506958       752.690186       612.895874       149.162888       350.215240       801.525757       427.230377       77.7599258       13.8854275       269.773682       626.281189       5.51661015       740.858765       124.466461       262.944580       665.169739       216.813919       324.265137       818.354431       160.888382       17.6717777       241.991516       308.737457       694.978455       610.347351       390.623260       786.549255       917.842285       104.428123       992.813110       28.8898258       216.436157       784.804321       563.300415       139.298828       159.167343       467.034088       386.072723       964.379089       168.837997       11.6556444       933.750366       391.776886       54.4111252       52.4453659       388.946472    
   875.648193       604.954590       257.205292       274.227966       640.508240       696.120911       82.8164368       275.704193       728.745972       342.551239       929.939819       458.787811       84.6251755       3.24996901       799.618591       269.202942       18.0446491       608.316406       140.763229       268.634949       296.143036       383.087250       405.677094       474.753571       153.814728       979.270813       800.223450       43.6674156       450.765350       139.467468       654.496826       515.871277       876.514526       895.466309       11.2369242       147.526703       549.886353       197.596527       883.599731       661.277283       168.129822       279.882294       84.4623184       371.994781       746.266113       285.463562       599.306946       94.3598328       147.990738       90.4884567       698.073914       770.856934       784.504028       484.482513       918.332886       318.186127       748.764709       271.385864       397.736694       220.265686    
   28.4094753       958.056702       199.923004       150.195221       13.4777231       598.831909       457.832825       979.421570       764.579651       585.378845       130.235901       953.037048       226.708206       540.503479       785.426086       951.334106       715.636902       938.905212       572.090088       593.566956       983.255249       547.441956       505.896210       337.454773       889.452698       242.497360       919.788574       49.4144630       838.349548       599.042419       816.545776       442.342255       481.044067       403.830536       798.767090       559.221619       262.501282       160.839966       831.400696       585.891174       680.438171       790.681824       122.402687       358.313782       978.582458       647.683472       618.222961       857.831970       755.402527       303.480408       751.546875       417.162720       754.167603       721.700073       227.185944       747.234924       686.083008       680.904175       158.992996       632.899353    
   282.369843       862.687500       685.264893       728.262329       149.171097       789.694946       118.275566       183.241699       186.955231       8.11950302       885.079102       918.764099       173.714020       260.603516       38.5633926       29.7653160       153.891174       525.798645       918.134827       983.585999       47.5062256       372.163177       517.286377       351.815369       285.128510       720.488953       184.746521       366.675140       778.447754       573.105957       98.6414795       784.317871       601.241638       673.735413       674.025391       76.8650284       656.578552       850.454651       269.866516       965.332764       428.797882       170.831558       415.352448       50.0205154       25.6916008       315.974670       751.398560       571.804749       830.206543       740.141907       634.530090       370.051941       699.175232       585.497864       719.727173       424.929718       148.255890       875.096252       445.753754       760.285828    
   195.899963       208.829285       905.323792       200.083191       82.0207367       682.571411       605.504761       788.235535       657.927124       663.246460       38.2458382       869.023804       554.500427       360.511505       562.137146       651.671631       661.965088       862.032776       352.493835       410.908905       136.923584       58.1655006       366.539368       432.622162       486.563843       22.5382156       800.767761       74.4311829       966.635193       456.353241       700.608337       48.6343651       424.451111       954.314514       410.874542       569.112366       201.013992       136.310272       162.921478       88.5846786       523.439209       252.510742       288.547394       653.725708       191.643326       47.3108559       725.554321       117.401382       932.143433       156.971451       617.298340       274.935181       672.259216       879.136169       102.537331       586.434265       952.406921       12.7259073       16.7011948       157.727600    
   969.396301       89.0074539       127.688622       7.03310347       579.632446       741.997375       984.057983       814.125732       718.381287       631.252380       626.235168       238.751251       490.671661       227.599838       923.897583       832.289734       800.889038       744.228882       35.0918579       546.881409       252.519028       188.188950       773.391235       535.068359       393.411041       3.76116300       844.891968       491.040375       597.077637       680.112183       265.100006       609.551880       736.548706       522.591614       574.033508       41.5958443       464.042236       828.248352       125.952110       5.63802290       223.709167       305.951050       857.964966       357.441132       187.220093       768.688660       528.854004       264.354919       420.171967       224.130508       290.093506       220.132538       406.875000       473.482819       225.358444       682.050354       369.178467       460.507599       771.060181       366.992340    
   54.9813309       413.223297       387.666382       286.164062       373.143707       72.5767136       295.413422       694.710144       55.6388283       501.224487       628.656616       707.125671       756.786743       197.143387       317.415497       69.1411972       727.527283       611.387268       364.525909       204.404068       965.412476       594.697632       917.773315       35.7814484       41.3771935       1.32922459       503.420441       7.64605999       553.917542       132.190704       678.970032       532.251526       80.1750717       68.7647552       379.712830       27.4273987       882.486023       143.705399       873.935364       246.336639       952.476990       992.608337       570.751892       712.975586       433.574524       383.804108       205.952606       534.533936       835.206787       1.89633155       484.586945       364.900055       611.193481       697.315918       686.653320       674.312317       2.72906876       930.610168       558.411987       367.919403    
   555.962646       134.962463       99.5063705       600.822388       423.074707       565.724854       93.6856079       350.103333       53.1575851       396.798859       889.932068       477.321259       94.1662521       826.207764       257.485138       360.268677       167.068848       472.423798       308.216095       957.140869       303.265198       690.178772       423.459686       29.2646618       767.153137       505.872345       65.9579849       866.864624       774.557434       430.728333       122.109909       646.969055       62.7283173       380.881470       976.975342       642.576660       927.778564       816.240051       248.071365       447.109528       288.904907       963.449280       852.938965       768.336426       824.127380       483.572968       389.690796       31.0101643       904.131409       463.262268       107.098541       406.982727       79.4760132       411.857025       192.820892       621.504211       484.920807       925.520020       95.2366333       977.347839    
   379.353699       587.538147       939.277893       489.533539       431.903870       668.306885       788.428650       558.810730       201.834946       851.498840       660.911560       445.331818       661.728943       418.322540       401.899963       965.414734       512.633179       821.911804       664.877380       128.201965       212.483917       282.073364       128.190170       221.377914       115.093002       308.688751       867.085693       179.056702       582.821594       301.656494       997.376892       653.823364       881.926941       985.829407       42.0775032       490.881378       643.763123       985.107361       344.672241       743.906677       255.384872       550.734924       224.387741       564.488831       725.435791       174.538071       150.070892       472.718964       376.244080       469.350433       115.051025       345.843414       583.926392       563.076294       193.476837       641.768982       698.935547       671.133972       167.295837       516.813354    
   849.013550       388.370605       518.518188       129.393692       93.7766495       512.544434       531.973633       206.724121       456.328491       98.3202362       626.667542       337.611206       688.240051       470.483643       418.739960       312.877930       390.045380       221.103531       210.056503       165.454346       301.994629       527.515564       225.432938       368.905518       721.389160       383.158295       228.138962       566.943420       244.180634       690.702271       376.705444       125.167961       457.735535       652.695557       133.178146       891.749634       54.5245590       913.095276       106.364532       112.316299       732.796448       201.679352       848.371460       876.068665       803.114258       14.6245003       673.726318       415.189117       635.630981       495.709717       419.518097       205.076401       13.2270384       876.347595       281.752075       418.350952       6.13861799       487.657074       694.646484       64.2952423    
   496.227997       425.367310       818.493835       60.3557472       591.512878       450.171509       320.904297       171.757965       149.705338       13.9155579       430.992004       269.137451       554.760376       30.6664696       157.706238       46.9564438       416.898224       822.221069       682.277954       949.483154       906.096008       601.210388       745.642578       557.476318       196.032700       665.138245       85.9745255       579.855896       21.3747654       642.241882       478.184357       871.059326       280.917175       645.779846       445.593567       599.676514       198.132553       84.4704132       606.198059       40.5568428       147.168716       198.142975       86.7499161       166.003296       543.561829       653.556580       545.474670       223.431931       353.863495       371.014557       711.779053       80.2018738       796.006470       349.986145       405.861084       30.2763309       654.311890       865.654358       543.138977       134.753281    
   378.488159       42.4644852       230.629547       766.170898       626.261047       904.684753       935.580200       793.282288       431.291748       301.302002       249.442093       218.731262       243.361649       923.715698       229.819031       254.246658       253.584518       526.062134       295.086395       331.062256       35.7747192       419.897339       714.348083       722.542175       520.998169       81.0823593       317.867249       798.052979       905.073853       562.612244       941.342224       902.349426       898.325806       663.651001       251.836105       965.971863       47.6569328       160.330200       542.510254       762.523315       880.459167       689.992615       904.617310       632.714294       35.7944908       990.882629       695.769653       824.185974       434.501007       137.347778       372.724030       361.102509       662.378479       684.102722       745.414368       345.354980       208.456528       83.9921494       37.7605476       100.870667    
   848.876587       276.999603       140.468246       459.368835       168.389023       454.222198       211.706970       157.656982       352.785950       552.578186       120.168800       445.352783       664.939270       565.889343       840.881104       328.009979       590.685486       354.696350       410.367279       201.039474       872.862244       936.967957       909.986938       113.207565       799.920410       503.517670       311.726929       168.536514       983.137146       965.787659       572.627319       929.183594       839.028259       420.513519       311.249908       974.564880       750.436157       861.585999       9.43360233       57.5439682       376.943512       713.183411       392.490356       501.733521       868.438232       819.151001       810.200439       784.436035       53.4151154       78.9096222       731.495605       611.423584       684.069458       596.341919       652.937317       800.096130       911.413940       691.331116       315.346588       765.073242    
   584.860962       868.651489       863.925354       614.781128       347.513794       418.536896       82.3176270       747.603760       892.771301       724.913818       488.078949       979.799255       864.404785       790.532715       216.594009       313.786652       791.028992       954.280518       602.777039       785.218689       830.713684       509.102936       214.352432       350.363007       319.519104       152.743332       257.602692       430.422272       294.360138       201.170898       107.366913       310.587402       992.225708       548.615906       283.915741       862.093811       212.629913       576.008667       703.722351       278.113678       571.072266       971.276978       617.695190       210.700180       901.280762       994.206970       455.232910       981.625488       245.347595       919.342834       678.489990       572.206970       871.764282       940.637451       70.0373535       339.919525       675.137878       268.946198       742.268433       924.677368    
   83.9523773       160.647034       735.916260       565.349487       101.334587       269.444458       500.480408       956.330750       589.319580       331.989685       844.197937       724.103149       139.547256       377.669464       209.461472       365.234039       41.6254387       882.115784       611.563721       217.600983       861.353149       373.895752       620.916687       713.371643       26.6976147       908.620911       459.666870       410.288910       589.437988       151.572021       232.337189       359.094879       710.360657       87.6037979       950.764160       513.077148       908.555786       596.375183       755.713501       846.436096       188.733063       428.689270       616.840820       672.511658       418.518036       100.445580       359.978516       674.187744       16.1704102       658.397217       413.377686       757.363831       431.867493       922.098206       105.450516       133.198868       113.713638       929.244507       619.714722       879.595886    
   230.894470       841.129517       478.156860       552.154175       596.023010       146.610779       956.179138       768.013733       388.136780       534.419189       585.688232       991.031616       683.293945       256.543976       120.763237       218.720367       941.819763       902.128479       255.894455       125.572807       44.7413101       800.786865       921.833862       64.8912354       956.067017       303.648621       186.744614       43.4436455       776.685669       361.828522       200.337555       523.602722       796.779358       741.992920       925.520813       975.294067       977.000244       584.981873       289.312317       25.4340096       853.918762       609.770386       952.931885       828.425903       536.256409       854.738281       476.783813       835.561340       948.609009       632.371155       59.6544266       921.514648       927.121826       77.7158661       761.188416       394.222656       852.720581       932.311951       820.766785       660.694824    
   601.382202       847.963501       568.719788       382.029785       38.9051208       188.713242       337.603119       655.114624       314.625641       748.176331       614.474060       763.164062       568.448242       851.384277       793.953918       173.082306       592.992126       548.610718       649.011841       284.747009       601.355347       345.615906       817.484924       998.564575       883.050354       823.960876       565.505005       826.646179       945.557434       204.563110       498.652985       266.438995       711.784302       139.853195       862.367981       162.235046       603.622314       804.398743       912.214233       480.533661       517.222229       525.641357       133.531723       101.992973       896.109131       988.302917       134.370834       900.494812       936.317322       329.512115       937.316345       420.056610       917.723755       907.925049       599.159302       214.498627       49.2628021       68.7147980       912.536072       903.292358    
   768.885864       787.494141       395.780334       162.711700       569.975647       694.630737       898.494995       253.372421       19.1938076       655.834595       104.038940       981.284851       570.658569       149.102631       818.964111       181.565094       185.120941       419.340637       928.707825       324.842255       318.780853       119.714645       876.416504       967.186646       605.914368       990.318848       328.655273       472.821625       551.552185       905.349426       541.661194       212.900497       904.695312       928.192871       679.675903       729.586609       923.633118       141.378448       243.882431       29.0351143       278.305115       962.390503       621.460938       698.580933       493.346802       130.276627       484.389252       34.0436859       810.954041       45.2722740       604.511963       549.729004       502.858643       634.284668       136.876846       663.950439       829.955200       999.993835       302.164459       271.503723    
   531.407593       419.177856       314.609741       888.718262       632.173950       788.570679       872.201172       168.082367       13.1838083       995.561707       141.095062       616.288208       313.508911       259.299408       164.447556       936.211487       652.002991       186.261536       430.482727       970.862915       30.7177391       858.991943       533.468994       175.818878       896.584045       414.099121       404.210358       387.349487       334.171356       107.387756       173.572250       903.306580       262.966187       257.078400       179.963089       224.604431       831.153931       755.691895       72.3717575       954.901306       947.187012       130.366058       551.173157       902.781128       70.4520264       73.3028030       342.310913       626.200378       243.720642       547.827881       563.879639       362.490601       757.378540       272.720398       918.010864       987.572754       601.839294       987.533569       514.887329       623.021484    
   38.7834702       135.029343       485.613251       835.626770       962.737793       640.079102       693.347717       206.258667       334.320160       975.960266       552.804565       981.130676       374.055634       588.228455       663.982300       117.295395       976.691345       594.999207       599.184387       561.686523       286.718536       208.521484       465.118042       350.778229       354.349915       909.028992       870.268738       18.6537952       406.299744       894.039307       648.073242       39.8068733       329.084290       863.021667       543.627197       299.692932       973.621094       23.2919960       888.274536       908.009338       996.077637       980.421509       365.949280       458.713562       537.591736       477.655426       400.328857       216.834152       985.038940       951.921875       944.769653       258.846924       123.192970       146.223511       742.718994       251.691589       46.5578499       786.533447       471.354187       678.195007    
   67.6366196       377.317200       981.144226       336.972900       673.949402       778.088013       713.965515       608.613953       484.893829       376.254578       104.388885       821.389343       889.396301       416.356415       277.831726       262.655853       600.179932       9.25377655       791.097107       907.366028       355.970856       885.011780       554.621460       279.968262       474.130066       451.733093       92.2420578       50.7464256       182.900513       139.362488       10.1956596       375.307312       617.153687       816.590454       317.758759       510.109070       624.642517       510.725861       242.097565       426.714630       887.233948       694.690674       167.851639       785.674194       490.175903       889.554688       480.430237       972.761230       655.297791       76.3531799       749.148071       206.940811       654.829529       819.035156       876.970520       931.392578       17.1648712       868.419189       508.539459       316.279022    
   37.2565002       996.231628       160.343597       384.378235       359.252899       181.471542       113.047211       393.541565       880.229065       232.416565       774.835693       56.8162689       541.861084       737.284180       378.671021       23.9966526       224.279556       350.421082       514.504822       758.906677       365.705322       864.483826       17.6402187       325.753174       898.264099       924.367859       309.371429       640.842346       364.136017       544.245850       56.9440536       605.631287       51.9502487       566.256287       730.752075       812.091309       343.067688       903.139832       39.5175438       631.849609       215.364578       408.066925       442.456909       35.5970383       137.872604       5.13623667       789.195557       425.144379       435.291809       76.0500946       31.2906818       687.605957       744.368591       425.677551       483.593445       21.6964855       292.267731       136.254349       366.808472       967.799255    
   720.160034       413.509216       730.036560       332.687378       322.834991       403.062653       974.871582       843.241699       163.868896       24.3724995       740.415833       597.055115       102.943253       530.926331       160.556717       949.692810       171.925583       461.964844       81.2221146       447.344910       543.905151       615.945679       338.447174       289.599213       295.162262       165.976089       533.039185       573.271301       107.502495       989.571594       435.677307       211.276047       999.731384       956.373108       729.072388       99.5251312       246.308777       107.635757       760.270752       237.341827       220.470627       727.148865       436.679810       397.891022       486.768433       747.869751       978.801636       484.877991       733.523254       275.042938       197.203415       452.132996       180.134048       510.634918       484.757416       108.687798       119.269493       754.754395       21.3268909       693.024475    
